,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
23,00000024,8800158,GS25강남신사점,2,2018-07-08 22:15:50,2018-07-08 22:18:48,NULL,2018-07-08 22:18:48,5,[8801382134749],[4],35000
24,00000025,8800158,GS25강남세곡점,2,2018-01-01 09:03:38,2018-01-01 09:04:50,NULL,2018-01-01 09:04:50,4,[8809397830021],[3],33000
25,00000026,8800158,GS25강남쉐르빌점,4,2018-06-07 18:32:22,2018-06-07 18:38:34,2018-06-07 18:38:34,2018-06-07 18:34:20,2,"[8809191574688, 8809382930231, 8801056017606, 8807920310347, 8801056032388]","[1, 2, 5, 3, 4]",89000
26,00000027,59713022,GS25강남시티힐점,3,2018-05-07 17:28:02,2018-05-07 17:35:49,NULL,2018-05-07 17:29:50,2,"[8801056042219, 8801094483005, 8801056154011]","[2, 1, 4]",68000
27,00000028,59713022,GS25강남사랑점,3,2018-04-13 06:26:28,2018-04-13 06:29:16,NULL,2018-04-13 06:28:13,5,[8801056006297],[1],35000
28,00000029,59713022,GS25R서울강남4점,2,2018-01-16 17:48:52,2018-01-16 17:50:55,NULL,2018-01-16 17:50:55,2,"[8801382127567, 8809173200130]","[5, 2]",59000
29,00000030,59713022,GS25S9신논현역점,1,2020-03-13 06:43:44,2020-03-13 06:43:44,NULL,NULL,1,"[8801382131014, 8801382127567, 8809423620015, 8801094503000]","[3, 5, 2, 1]",70000
30,00000031,59713022,GS25S강남구청역점,2,2020-05-16 11:20:05,2020-05-16 11:22:50,NULL,2020-05-16 11:22:50,2,"[8801382134749, 8806002003900, 8801094483005]","[3, 2, 4]",58000
31,00000032,59713022,GS25강남신사점,2,2019-02-05 03:07:26,2019-02-05 03:08:44,NULL,2019-02-05 03:08:44,2,[8806002003900],[2],11000
32,00000033,59713022,GS25강남나누리점,4,2018-08-10 14:55:09,2018-08-10 14:57:47,2018-08-10 14:57:47,2018-08-10 14:56:11,3,[8809191574688],[5],11000
33,00000034,59713022,GS25S9신논현역점,1,2018-02-01 11:47:33,2018-02-01 11:47:33,NULL,NULL,4,"[8801056042219, 8801056006297]","[2, 3]",66000
34,00000035,59713022,GS25R서울강남4점,4,2019-07-18 06:33:27,2019-07-18 06:39:57,2019-07-18 06:39:57,2019-07-18 06:36:03,2,"[8809173200130, 8801056042219, 8809003432328]","[3, 5, 2]",82000
35,00000036,59713022,GS25S강남역2호점,3,2018-02-12 17:57:38,2018-02-12 18:06:10,NULL,2018-02-12 18:00:35,2,"[8809382930231, 8809191574688, 8801056006297, 8809135308157, 8809423620022]","[3, 2, 1, 4, 5]",127000
36,00000037,59713022,GS25강남동원점,2,2020-08-01 18:16:00,2020-08-01 18:17:08,NULL,2020-08-01 18:17:08,3,"[8801382134749, 8809023003379, 8801056017606, 8806002010670]","[3, 4, 1, 5]",87000
37,00000038,59713022,GS25강남상록회관점,1,2018-01-16 06:25:34,2018-01-16 06:25:34,NULL,NULL,5,"[8809003432328, 8809173200130]","[4, 3]",51000
38,00000039,59713022,GS25S9언주역점,2,2018-04-14 11:00:09,2018-04-14 11:02:00,NULL,2018-04-14 11:02:00,3,"[8801056042219, 8809382930231]","[2, 5]",57000
39,00000040,59713022,GS25R선릉7점,2,2018-08-21 20:30:16,2018-08-21 20:31:29,NULL,2018-08-21 20:31:29,4,"[8801382127567, 8801094503000, 8809023003379, 8809382930248]","[5, 1, 4, 2]",103000
40,00000041,59713022,GS25강남신사점,4,2019-04-17 23:32:50,2019-04-17 23:37:29,2019-04-17 23:37:29,2019-04-17 23:34:55,3,[8801382127567],[3],32000
41,00000042,59713022,GS25S9삼성중앙역점,2,2018-09-04 05:32:04,2018-09-04 05:33:50,NULL,2018-09-04 05:33:50,5,[8806002003900],[1],11000
42,00000043,59713022,GS25강남유블레스점,2,2019-04-16 02:28:55,2019-04-16 02:30:12,NULL,2019-04-16 02:30:12,1,"[8801382131014, 8809191574688]","[5, 1]",33000
43,00000044,59713022,GS25개나리SK점,1,2019-04-13 11:14:43,2019-04-13 11:14:43,NULL,NULL,5,"[8806002003900, 8801382127567, 8801056154011, 8801056064761]","[3, 4, 5, 1]",97000
44,00000045,59713022,GS25S강남역1호점,1,2020-05-07 16:57:38,2020-05-07 16:57:38,NULL,NULL,3,"[8801056006297, 8801056017606, 8809023003379, 8809228150021]","[1, 5, 3, 4]",99000
45,00000046,59713022,GS25강남나누리점,1,2020-04-17 14:08:54,2020-04-17 14:08:54,NULL,NULL,4,"[8809382930231, 8809191574688, 8809423620015, 8801056298012]","[5, 1, 4, 2]",51000
46,00000047,59713022,GS25강남쥬비스점,1,2019-06-07 04:21:43,2019-06-07 04:21:43,NULL,NULL,1,"[8801382131014, 8809423620015, 8809003432328, 8801382127574, 8801056055189]","[4, 5, 3, 1, 2]",107000
47,00000048,59713022,GS25개나리SK점,1,2019-05-07 05:58:52,2019-05-07 05:58:52,NULL,NULL,5,[8803284605532],[4],10000
48,00000049,59713022,GS25강남동원점,4,2019-03-09 23:44:01,2019-03-09 23:48:32,2019-03-09 23:48:32,2019-03-09 23:46:26,5,"[8801056017606, 8801382127567, 8801094483005, 8802673003218]","[2, 4, 5, 1]",71000
49,00000050,59713022,GS25강남유블레스점,3,2020-05-15 05:05:43,2020-05-15 05:22:19,NULL,2020-05-15 05:08:11,2,"[8801056154011, 8803284605532]","[5, 2]",35000
50,00000051,59713022,GS25S강남구청역점,2,2020-07-19 19:05:01,2020-07-19 19:07:17,NULL,2020-07-19 19:07:17,3,[8809382930231],[4],26000
51,00000052,58320701,GS25강남개포점,3,2018-02-10 01:40:29,2018-02-10 02:01:28,NULL,2018-02-10 01:41:37,1,"[8809173200130, 8809382930231, 8809023003379, 8809050511144, 8806002003030]","[2, 4, 3, 1, 5]",119000
52,00000053,58320701,GS25개나리SK점,3,2018-08-14 13:18:10,2018-08-14 13:36:36,NULL,2018-08-14 13:20:11,3,"[8801382131014, 8801382127567, 8803284605532, 8801056005237]","[2, 3, 5, 1]",83000
53,00000054,58320701,GS25강남로데오점,4,2020-05-02 06:10:30,2020-05-02 06:16:26,2020-05-02 06:16:26,2020-05-02 06:12:34,4,"[8801056154011, 8806002010670, 8809382930231]","[2, 5, 4]",75000
54,00000055,58320701,GS25강남LH점,3,2018-08-03 04:07:02,2018-08-03 04:14:12,NULL,2018-08-03 04:08:03,5,"[8801056017606, 8801382134749, 8809423620015]","[1, 4, 2]",45000
55,00000056,58320701,GS25S강남역2호점,4,2020-01-12 02:53:43,2020-01-12 02:57:28,2020-01-12 02:57:28,2020-01-12 02:55:57,2,"[8801382134749, 8801056154011, 8801056017606]","[5, 3, 4]",64000
56,00000057,58320701,GS25S강남역2호점,4,2020-06-01 22:18:42,2020-06-01 22:23:35,2020-06-01 22:23:35,2020-06-01 22:20:02,2,"[8809173200130, 8801056154011, 8801382127567]","[3, 5, 2]",84000
57,00000058,58320701,GS25S강남역3호점,4,2018-01-02 03:23:13,2018-01-02 03:26:00,2018-01-02 03:26:00,2018-01-02 03:24:35,2,[8806002010670],[2],24000
58,00000059,58320701,GS25S9언주역점,3,2018-06-03 12:33:05,2018-06-03 12:42:58,NULL,2018-06-03 12:34:14,5,"[8809003432328, 8801056154011, 8809173200130, 8809409910154, 8801382130820]","[4, 1, 2, 3, 5]",95000
59,00000060,58320701,GS25S9언주역점,4,2018-02-05 02:40:27,2018-02-05 02:47:05,2018-02-05 02:47:05,2018-02-05 02:42:16,1,[8801056154011],[2],25000
60,00000061,58320701,GS25강남시티힐점,1,2018-09-12 15:29:35,2018-09-12 15:29:35,NULL,NULL,3,"[8801056154011, 8806002003900, 8801094483005, 8809027331324]","[1, 2, 3, 5]",70000
61,00000062,58320701,GS25강남신사점,3,2018-09-09 16:59:26,2018-09-09 17:06:02,NULL,2018-09-09 17:02:19,2,"[8806002003900, 8809003432328]","[5, 1]",35000
62,00000063,58320701,GS25R서울강남4점,3,2019-06-12 13:31:30,2019-06-12 13:45:55,NULL,2019-06-12 13:34:23,5,"[8801094503000, 8809173200130, 8806002010670]","[3, 2, 4]",61000
63,00000064,58320701,GS25S9봉은사역점,3,2019-03-14 12:24:25,2019-03-14 12:46:17,NULL,2019-03-14 12:25:37,5,"[8801382131014, 8809191574688, 8801056006297, 8809332392768, 8801056003364]","[2, 4, 1, 3, 5]",109000
64,00000065,58320701,GS25강남대치점,3,2019-03-21 02:18:26,2019-03-21 02:26:35,NULL,2019-03-21 02:20:13,3,[8809423620015],[2],6000
65,00000066,58320701,GS25R선릉7점,4,2018-08-04 09:55:05,2018-08-04 09:59:09,2018-08-04 09:59:09,2018-08-04 09:57:51,3,"[8801094483005, 8809423620015, 8801056042219, 8801056389123, 8804342310108]","[4, 3, 1, 5, 2]",99000
66,00000067,58320701,GS25S강남구청역점,4,2019-04-10 05:31:22,2019-04-10 05:37:42,2019-04-10 05:37:42,2019-04-10 05:34:18,1,[8803284605532],[2],10000
67,00000068,58320701,GS25강남태양점,2,2019-01-05 10:07:36,2019-01-05 10:10:19,NULL,2019-01-05 10:10:19,1,"[8809003432328, 8809173200130, 8801056042219, 8809173200147]","[2, 5, 4, 1]",88000
68,00000069,58320701,GS25강남태양점,3,2020-01-01 17:58:02,2020-01-01 18:20:22,NULL,2020-01-01 18:00:07,5,"[8801056006297, 8809382930231, 8809423620046, 8801382137382]","[3, 5, 2, 4]",81000
69,00000070,58320701,GS25R선릉7점,2,2019-02-20 08:17:28,2019-02-20 08:19:14,NULL,2019-02-20 08:19:14,3,"[8803284605532, 8801056154011, 8809173200130, 8801056022112, 8809423870014]","[3, 5, 4, 2, 1]",100000
70,00000071,58320701,GS25강남타운점,2,2019-06-03 07:48:54,2019-06-03 07:51:00,NULL,2019-06-03 07:51:00,1,"[8801056006297, 8809423620015, 8801056042219, 8806020311353]","[3, 4, 1, 2]",75000
71,00000072,4225617,GS25강남엘지점,1,2018-04-10 07:03:48,2018-04-10 07:03:48,NULL,NULL,3,"[8809173200130, 8801382134749, 8809003432328]","[5, 2, 1]",86000
72,00000073,4225617,GS25강남나누리점,3,2020-07-03 03:09:11,2020-07-03 03:26:47,NULL,2020-07-03 03:11:50,2,[8806002010670],[2],24000
73,00000074,4225617,GS25R서울강남4점,2,2019-09-03 20:42:49,2019-09-03 20:44:38,NULL,2019-09-03 20:44:38,4,"[8809191574688, 8806002003900, 8801382127567]","[1, 2, 5]",54000
74,00000075,4225617,GS25S강남구청역점,3,2019-03-20 03:58:03,2019-03-20 04:18:50,NULL,2019-03-20 04:00:23,5,[8801094503000],[3],10000
75,00000076,4225617,GS25강남세곡점,4,2018-04-14 08:00:21,2018-04-14 08:06:52,2018-04-14 08:06:52,2018-04-14 08:02:45,4,"[8801056006297, 8809023003379, 8809423620015, 8801382128694]","[5, 1, 4, 3]",91000
76,00000077,4225617,GS25강남태강점,1,2018-07-20 15:06:02,2018-07-20 15:06:02,NULL,NULL,4,"[8801382131014, 8806002010670, 8809003432328, 8802673003362, 8809323750027]","[2, 3, 5, 4, 1]",135000
77,00000078,4225617,GS25S강남구청역점,2,2020-07-12 17:02:02,2020-07-12 17:03:21,NULL,2020-07-12 17:03:21,5,"[8809191574688, 8801382127567, 8809003432328]","[5, 4, 3]",67000
78,00000079,4225617,GS25강남은성점,3,2018-06-17 01:31:25,2018-06-17 01:49:30,NULL,2018-06-17 01:33:41,5,[8809423620015],[5],6000
79,00000080,4225617,GS25S9신논현역점,1,2019-08-20 17:12:31,2019-08-20 17:12:31,NULL,NULL,1,"[8809397830021, 8806002010670]","[3, 5]",57000
80,00000081,4225617,GS25S강남역1호점,4,2020-05-18 08:32:26,2020-05-18 08:36:49,2020-05-18 08:36:49,2020-05-18 08:34:40,5,"[8809173200130, 8801094483005, 8809423620046, 8809173200130, 8809082723386]","[3, 4, 5, 1, 2]",116000
81,00000082,4225617,GS25개포경남점,1,2019-08-09 14:57:19,2019-08-09 14:57:19,NULL,NULL,3,"[8806002010670, 8809173200130]","[4, 3]",51000
82,00000083,4225617,GS25강남세곡점,1,2018-03-14 19:39:22,2018-03-14 19:39:22,NULL,NULL,1,"[8809173200130, 8801094503000, 8809191574688, 8809068661169]","[4, 1, 5, 3]",76000
83,00000084,4225617,GS25강남드림하이점,4,2018-06-09 21:49:58,2018-06-09 21:53:39,2018-06-09 21:53:39,2018-06-09 21:51:52,4,"[8803284605532, 8801056154011, 8801056017606, 8809050511083]","[1, 2, 5, 4]",53000
84,00000085,4225617,GS25강남개포점,1,2020-09-10 19:23:34,2020-09-10 19:23:34,NULL,NULL,4,"[8801056006297, 8809003432328, 8801094503000, 8801753100892, 8809082727537]","[4, 2, 5, 3, 1]",95000
85,00000086,4225617,GS25강남갤러리점,4,2019-06-05 14:51:57,2019-06-05 14:55:35,2019-06-05 14:55:35,2019-06-05 14:54:31,4,"[8809173200130, 8801382131014]","[4, 3]",49000
86,00000087,4225617,GS25강남상록회관점,1,2020-01-11 12:29:32,2020-01-11 12:29:32,NULL,NULL,5,"[8801382127567, 8809397830021, 8809423620015, 8806002010427]","[4, 2, 3, 5]",78000
87,00000088,4225617,GS25강남신사점,2,2019-02-04 11:38:04,2019-02-04 11:40:33,NULL,2019-02-04 11:40:33,5,"[8801382134749, 8801056006297]","[2, 5]",70000
88,00000089,4225617,GS25강남쉐르빌점,3,2020-02-18 10:00:38,2020-02-18 10:06:33,NULL,2020-02-18 10:01:48,3,"[8806002010670, 8809423620015, 8801382127567]","[1, 5, 2]",62000
89,00000090,95383424,GS25강남에이스타워점,4,2019-09-04 14:40:57,2019-09-04 14:43:40,2019-09-04 14:43:40,2019-09-04 14:42:18,1,"[8801056154011, 8801382134749, 8801382131014]","[3, 5, 4]",82000
90,00000091,95383424,GS25S9봉은사역점,1,2018-02-08 03:07:51,2018-02-08 03:07:51,NULL,NULL,3,"[8803284605532, 8809023003379]","[5, 2]",34000
91,00000092,95383424,GS25강남태강점,4,2020-04-18 23:03:28,2020-04-18 23:07:17,2020-04-18 23:07:17,2020-04-18 23:06:03,4,"[8801056006297, 8801056042219, 8801382131014, 8801056038649, 8801056051747]","[2, 1, 3, 5, 4]",129000
92,00000093,95383424,GS25강남드림하이점,4,2020-06-12 04:46:41,2020-06-12 04:50:08,2020-06-12 04:50:08,2020-06-12 04:47:53,5,[8806002003900],[5],11000
93,00000094,95383424,GS25강남시티힐점,2,2020-04-12 16:04:58,2020-04-12 16:06:18,NULL,2020-04-12 16:06:18,4,[8801382127567],[1],32000
94,00000095,95383424,GS25개포경남점,1,2020-06-18 09:52:10,2020-06-18 09:52:10,NULL,NULL,4,"[8801382131014, 8801094483005]","[5, 3]",34000
95,00000096,95383424,GS25S강남역2호점,1,2019-06-21 17:05:46,2019-06-21 17:05:46,NULL,NULL,3,[8809023003379],[1],24000
96,00000097,95383424,GS25R선릉7점,4,2019-08-13 02:58:26,2019-08-13 03:02:18,2019-08-13 03:02:18,2019-08-13 03:00:52,2,"[8801094483005, 8801056042219, 8806002010670, 8801043900027, 8809382930231]","[3, 5, 4, 1, 2]",109000
97,00000098,95383424,GS25강남한티점,2,2018-04-15 08:53:22,2018-04-15 08:55:01,NULL,2018-04-15 08:55:01,3,"[8806002010670, 8809173200130, 8809382930231, 8809068661077, 8801382134848]","[3, 5, 4, 1, 2]",105000
98,00000099,95383424,GS25강남메트로점,4,2019-05-12 19:28:46,2019-05-12 19:32:41,2019-05-12 19:32:41,2019-05-12 19:30:10,4,"[8801056154011, 8801056042219, 8801094503000, 8801094483005]","[3, 1, 2, 5]",78000
99,00000100,95383424,GS25강남리츠칼튼점,2,2018-05-21 13:14:55,2018-05-21 13:17:37,NULL,2018-05-21 13:17:37,3,[8809397830021],[5],33000
100,00000101,95383424,GS25강남리츠칼튼점,3,2019-02-18 15:11:03,2019-02-18 15:32:26,NULL,2019-02-18 15:12:22,4,"[8809423620015, 8801056006297, 8801056042219, 8809191574671]","[1, 5, 3, 2]",108000
101,00000102,95383424,GS25강남메트로점,4,2020-04-15 07:10:30,2020-04-15 07:18:17,2020-04-15 07:18:17,2020-04-15 07:13:26,1,"[8801056017606, 8806002003900]","[3, 1]",15000
102,00000103,95383424,GS25강남로데오점,1,2019-05-14 22:28:37,2019-05-14 22:28:37,NULL,NULL,4,"[8801056042219, 8801094483005, 8801056154011, 8801056051747, 8801094602406]","[2, 3, 1, 5, 4]",116000
103,00000104,95383424,GS25S9봉은사역점,1,2020-04-02 03:39:52,2020-04-02 03:39:52,NULL,NULL,2,"[8809023003379, 8801382127567, 8801094483005, 8801094603007]","[2, 4, 1, 5]",77000
104,00000105,95383424,GS25강남로데오점,2,2018-05-09 05:10:23,2018-05-09 05:13:03,NULL,2018-05-09 05:13:03,5,"[8801056154011, 8801056006297, 8803284605532, 8809423620015, 8801056055189]","[4, 1, 3, 5, 2]",110000
105,00000106,95383424,GS25강남타운점,1,2019-03-21 15:05:09,2019-03-21 15:05:09,NULL,NULL,4,[8801094483005],[4],12000
106,00000107,95383424,GS25S강남역1호점,2,2018-03-02 02:42:59,2018-03-02 02:45:23,NULL,2018-03-02 02:45:23,3,"[8801056006297, 8809023003379, 8801382134749, 8809125060850, 8801382130820]","[4, 1, 5, 2, 3]",116000
107,00000108,95383424,GS25강남태양점,2,2020-05-07 09:56:32,2020-05-07 09:57:35,NULL,2020-05-07 09:57:35,2,"[8801056006297, 8809173200130, 8801056042219, 8809027331492, 8809125060850]","[2, 5, 1, 3, 4]",116000
108,00000109,95383424,GS25강남에이스타워점,2,2018-05-21 05:42:26,2018-05-21 05:43:49,NULL,2018-05-21 05:43:49,1,"[8809423620015, 8809023003379, 8801094483005]","[3, 4, 5]",42000
109,00000110,95383424,GS25강남신사점,2,2019-09-04 05:31:36,2019-09-04 05:33:34,NULL,2019-09-04 05:33:34,3,"[8801094503000, 8809423620046]","[5, 1]",20000
110,00000111,95383424,GS25강남쥬비스점,2,2018-05-21 22:04:20,2018-05-21 22:06:00,NULL,2018-05-21 22:06:00,3,"[8801056042219, 8809382930231, 8806002010670, 8801056154011, 8801056005237]","[5, 2, 4, 3, 1]",125000
111,00000112,95383424,GS25강남은성점,1,2019-08-20 15:46:08,2019-08-20 15:46:08,NULL,NULL,1,[8806002003900],[2],11000
112,00000113,95383424,GS25강남태강점,4,2018-06-15 22:17:00,2018-06-15 22:22:39,2018-06-15 22:22:39,2018-06-15 22:18:59,3,"[8806002003900, 8801056017606, 8801382131014]","[3, 5, 1]",37000
113,00000114,1851763,GS25강남갤러리점,3,2020-06-12 07:16:05,2020-06-12 07:24:31,NULL,2020-06-12 07:18:29,2,[8801056006297],[5],35000
114,00000115,1851763,GS25S강남역3호점,1,2019-08-09 13:38:40,2019-08-09 13:38:40,NULL,NULL,2,"[8801056006297, 8801094503000, 8801056042219, 8809125060232]","[1, 3, 2, 4]",80000
115,00000116,1851763,GS25강남역삼점,2,2020-09-11 01:26:38,2020-09-11 01:29:01,NULL,2020-09-11 01:29:01,2,"[8806002010670, 8809191574688, 8809003432328, 8809003432328]","[5, 2, 3, 4]",83000
116,00000117,1851763,GS25S강남구청역점,2,2019-07-12 22:00:10,2019-07-12 22:01:54,NULL,2019-07-12 22:01:54,4,"[8806002010670, 8809423620015, 8801094483005, 8801056224011, 8801056154011]","[3, 2, 1, 4, 5]",71000
117,00000118,1851763,GS25강남본점,1,2019-03-05 20:50:07,2019-03-05 20:50:07,NULL,NULL,1,"[8809173200130, 8801056042219, 8809382930231, 8801097850019]","[3, 5, 1, 4]",103000
118,00000119,1851763,GS25강남에이스타워점,2,2019-07-21 01:00:18,2019-07-21 01:02:25,NULL,2019-07-21 01:02:25,2,"[8801056006297, 8809423620046, 8803284605532]","[1, 4, 2]",55000
119,00000120,1851763,GS25강남나누리점,3,2019-09-04 15:34:20,2019-09-04 15:56:57,NULL,2019-09-04 15:36:18,3,"[8801382134749, 8809173200130, 8801094483005, 8801056018160, 8806020311919]","[4, 2, 5, 3, 1]",118000
120,00000121,1851763,GS25강남YBM점,3,2019-09-14 14:51:54,2019-09-14 15:10:14,NULL,2019-09-14 14:53:03,1,[8809173200130],[2],27000
121,00000122,1851763,GS25S강남역2호점,2,2019-05-17 07:49:42,2019-05-17 07:51:31,NULL,2019-05-17 07:51:31,2,"[8809003432328, 8809423620015, 8809423620046]","[1, 5, 3]",40000
122,00000123,1851763,GS25S강남역2호점,1,2018-01-11 10:30:58,2018-01-11 10:30:58,NULL,NULL,3,"[8809023003379, 8801056017606]","[1, 2]",28000
123,00000124,1851763,GS25강남신사점,1,2020-08-17 23:31:12,2020-08-17 23:31:12,NULL,NULL,4,"[8809423620015, 8801382131014]","[1, 3]",28000
124,00000125,1851763,GS25강남엘지점,2,2019-04-16 22:18:00,2019-04-16 22:20:06,NULL,2019-04-16 22:20:06,2,"[8801056006297, 8809423620046]","[1, 5]",45000
125,00000126,1851763,GS25S강남구청역점,3,2020-04-17 09:36:21,2020-04-17 09:45:13,NULL,2020-04-17 09:37:23,3,"[8801382134749, 8809003432328]","[1, 4]",59000
126,00000127,1851763,GS25개포경남점,4,2018-03-16 03:53:50,2018-03-16 03:58:22,2018-03-16 03:58:22,2018-03-16 03:55:44,4,"[8801382127567, 8809173200130]","[1, 2]",59000
127,00000128,1851763,GS25강남엘지점,1,2019-03-15 03:44:44,2019-03-15 03:44:44,NULL,NULL,2,"[8809173200130, 8801056042219, 8806002003900]","[5, 1, 4]",69000
128,00000129,1851763,GS25강남동원점,3,2018-08-03 05:03:41,2018-08-03 05:06:09,NULL,2018-08-03 05:05:07,1,"[8809003432328, 8801382127567]","[5, 2]",56000
129,00000130,1851763,GS25강남세곡점,2,2019-02-06 16:14:35,2019-02-06 16:16:37,NULL,2019-02-06 16:16:37,2,"[8801056017606, 8809023003379]","[4, 1]",28000
130,00000131,1851763,GS25R서울강남4점,1,2018-09-21 09:09:13,2018-09-21 09:09:13,NULL,NULL,1,"[8803284605532, 8806002003900, 8801382134749]","[2, 3, 5]",56000
131,00000132,26420237,GS25강남청담점,1,2019-06-06 10:12:18,2019-06-06 10:12:18,NULL,NULL,2,"[8801382131014, 8809423620046, 8809023003379, 8806001084894, 8801382130659]","[5, 4, 2, 3, 1]",77000
132,00000133,26420237,GS25S9삼성중앙역점,2,2020-07-21 01:49:22,2020-07-21 01:51:34,NULL,2020-07-21 01:51:34,4,"[8809423620046, 8809003432328]","[1, 2]",34000
133,00000134,26420237,GS25강남개포점,2,2019-04-19 20:43:29,2019-04-19 20:45:51,NULL,2019-04-19 20:45:51,3,"[8801056042219, 8809173200130, 8801056017606]","[5, 4, 3]",62000
134,00000135,26420237,GS25강남은성점,4,2020-02-17 20:04:11,2020-02-17 20:10:27,2020-02-17 20:10:27,2020-02-17 20:06:53,5,[8806002003900],[3],11000
