,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
12,00000013,64620186,52970367,3,2019-09-16 04:10:13,2019-09-16 04:25:09,NULL,2019-09-16 04:12:14,4,"[8809409910123, 8801382131014, 8801097130036]","[3, 5, 2]",43000
13,00000014,64620186,61657168,2,2018-09-03 12:47:01,2018-09-03 12:48:28,NULL,2018-09-03 12:48:28,1,"[8801094482602, 8809068661077, 8803284605464, 8802774001014]","[1, 5, 4, 2]",65000
14,00000015,64620186,34792150,4,2018-08-06 06:31:54,2018-08-06 06:37:01,2018-08-06 06:37:01,2018-08-06 06:34:35,4,"[8801094503031, 8809332392768, 8809080300039, 8802774003445, 8801097178021]","[2, 5, 3, 1, 4]",121000
15,00000016,64620186,64577473,2,2019-08-18 16:21:12,2019-08-18 16:22:20,NULL,2019-08-18 16:22:20,5,"[8809191574664, 8806002002894, 8803284605464, 8801382127574]","[2, 1, 5, 3]",112000
16,00000017,64620186,57745285,1,2018-07-14 16:31:46,2018-07-14 16:31:46,NULL,NULL,3,"[8801094503031, 8802673003256]","[3, 1]",55000
17,00000018,64620186,98473237,4,2018-09-05 11:32:17,2018-09-05 11:35:26,2018-09-05 11:35:26,2018-09-05 11:33:57,5,"[8801382131014, 8809080300039, 8802774003445]","[4, 3, 5]",40000
18,00000019,64620186,84166398,2,2018-07-20 22:07:11,2018-07-20 22:09:28,NULL,2018-07-20 22:09:28,5,"[8809332392768, 8806001083750, 8801094482602, 8801056005672, 8809023001269]","[4, 2, 3, 1, 5]",112000
19,00000020,64620186,47033144,4,2018-06-12 04:51:51,2018-06-12 04:56:44,2018-06-12 04:56:44,2018-06-12 04:54:08,4,"[8802673003256, 8806002002894, 8802774003445]","[3, 1, 2]",70000
20,00000021,64620186,89034567,2,2020-08-11 02:03:44,2020-08-11 02:05:46,NULL,2020-08-11 02:05:46,2,[8809332392768],[2],28000
21,00000022,64620186,52970367,2,2020-03-08 23:01:33,2020-03-08 23:03:14,NULL,2020-03-08 23:03:14,2,"[8802774003445, 8806001083750, 8809068661077, 8801056688127]","[4, 3, 2, 5]",53000
22,00000023,64620186,92047329,1,2020-06-04 17:30:17,2020-06-04 17:30:17,NULL,NULL,1,[8809068661008],[5],26000
23,00000024,64620186,99208683,1,2020-05-20 14:11:22,2020-05-20 14:11:22,NULL,NULL,4,"[8809080300039, 8809409910123, 8806001083750, 8802673003300, 8809125060850]","[1, 5, 2, 3, 4]",77000
24,00000025,64620186,42985112,1,2018-05-03 05:48:49,2018-05-03 05:48:49,NULL,NULL,2,"[8806001083750, 8809080300039, 8801043650762]","[1, 2, 5]",24000
25,00000026,64620186,61657168,2,2018-05-15 07:11:20,2018-05-15 07:14:06,NULL,2018-05-15 07:14:06,5,"[8802673003256, 8801043650762, 8801382131014, 8806002010427]","[1, 4, 5, 3]",59000
26,00000027,64620186,36237228,2,2020-04-11 12:55:28,2020-04-11 12:58:25,NULL,2020-04-11 12:58:25,4,"[8809332392768, 8809423620046, 8809409910123, 8802673003263]","[2, 1, 4, 5]",65000
27,00000028,465593,58832889,4,2019-08-01 07:11:48,2019-08-01 07:14:52,2019-08-01 07:14:52,2019-08-01 07:13:15,2,"[8802774003445, 8801094503031, 8806001083750, 8801097130036]","[5, 3, 1, 2]",58000
28,00000029,465593,14372105,3,2018-02-13 23:05:33,2018-02-13 23:19:58,NULL,2018-02-13 23:06:57,3,"[8801043650762, 8809409910123, 8801056024062]","[3, 1, 4]",48000
29,00000030,465593,46239733,4,2019-01-07 18:06:39,2019-01-07 18:11:24,2019-01-07 18:11:24,2019-01-07 18:07:57,4,"[8806002002894, 8803284605464, 8809332392768, 8801056389123, 8801043650199]","[5, 4, 3, 2, 1]",146000
30,00000031,465593,64577473,4,2018-02-04 21:34:40,2018-02-04 21:37:24,2018-02-04 21:37:24,2018-02-04 21:36:01,4,"[8809423620046, 8809191574664, 8801094482602]","[4, 3, 2]",69000
31,00000032,465593,21795031,1,2019-04-18 06:42:10,2019-04-18 06:42:10,NULL,NULL,1,"[8806002002894, 8809409910123, 8801056024062]","[4, 3, 1]",77000
32,00000033,465593,52970367,3,2020-06-03 05:56:06,2020-06-03 06:08:12,NULL,2020-06-03 05:58:26,5,"[8809332392768, 8801094503031, 8809080300039]","[1, 5, 2]",71000
33,00000034,465593,97713365,2,2020-02-17 20:01:50,2020-02-17 20:03:28,NULL,2020-02-17 20:03:28,1,"[8809191574664, 8809332392768, 8801097130036]","[3, 4, 5]",71000
34,00000035,465593,99699361,1,2018-04-06 22:21:58,2018-04-06 22:21:58,NULL,NULL,3,"[8802774003445, 8801043650762]","[2, 1]",22000
35,00000036,465593,98473237,3,2020-01-10 21:41:52,2020-01-10 21:55:30,NULL,2020-01-10 21:43:29,5,[8801056024062],[5],21000
36,00000037,465593,84166398,4,2018-07-05 18:45:25,2018-07-05 18:51:04,2018-07-05 18:51:04,2018-07-05 18:47:39,4,[8809332392768],[5],28000
37,00000038,465593,14729155,3,2020-06-19 17:54:20,2020-06-19 18:13:42,NULL,2020-06-19 17:55:48,2,"[8802673003256, 8809068661008, 8809332392768]","[2, 3, 4]",73000
38,00000039,465593,49416586,1,2018-01-03 10:43:40,2018-01-03 10:43:40,NULL,NULL,5,"[8809191574664, 8809332392768, 8801382131014]","[5, 3, 2]",88000
39,00000040,465593,37194251,1,2020-07-08 12:20:03,2020-07-08 12:20:03,NULL,NULL,4,"[8809068661008, 8809409910123]","[4, 5]",42000
40,00000041,465593,28606144,1,2018-07-12 10:23:39,2018-07-12 10:23:39,NULL,NULL,1,"[8801094503031, 8809423620046, 8809080300039, 8801382137382, 8801037018646]","[2, 4, 1, 5, 3]",73000
41,00000042,465593,27206775,2,2020-08-07 01:42:10,2020-08-07 01:43:13,NULL,2020-08-07 01:43:13,1,"[8801097130036, 8803284605464, 8806002002894, 8806001084542, 8809045670115]","[4, 3, 2, 5, 1]",114000
42,00000043,465593,60170980,2,2018-04-08 07:04:29,2018-04-08 07:05:54,NULL,2018-04-08 07:05:54,2,[8802774003445],[1],11000
43,00000044,465593,99699361,2,2018-05-11 08:56:51,2018-05-11 08:58:30,NULL,2018-05-11 08:58:30,4,"[8806002002894, 8809409910123, 8809068661077]","[4, 3, 5]",76000
44,00000045,465593,34157209,4,2018-07-10 02:06:46,2018-07-10 02:10:04,2018-07-10 02:10:04,2018-07-10 02:08:16,5,"[8801097130036, 8802673003256, 8809409910123]","[5, 1, 4]",40000
45,00000046,465593,59830938,4,2020-05-02 12:00:42,2020-05-02 12:04:50,2020-05-02 12:04:50,2020-05-02 12:02:57,1,"[8801094482602, 8809409910123, 8809423620046, 8801056003364]","[1, 3, 5, 4]",60000
46,00000047,465593,74883731,3,2019-07-03 07:36:58,2019-07-03 07:49:09,NULL,2019-07-03 07:38:40,1,"[8806002002894, 8809332392768, 8809409910123, 8809057795509, 8809397830021]","[4, 3, 2, 1, 5]",121000
47,00000048,27454806,33463785,2,2020-01-09 19:12:20,2020-01-09 19:15:01,NULL,2020-01-09 19:15:01,1,"[8801043650762, 8809191574664, 8809409910123, 8801097250369, 8809409910154]","[2, 5, 4, 1, 3]",80000
48,00000049,27454806,49616996,4,2018-01-03 16:51:38,2018-01-03 16:55:53,2018-01-03 16:55:53,2018-01-03 16:54:09,4,"[8809423620046, 8809332392768, 8802673003256, 8801056036775, 8802673003256]","[4, 1, 5, 3, 2]",88000
49,00000050,27454806,96820813,2,2019-08-07 22:49:47,2019-08-07 22:52:05,NULL,2019-08-07 22:52:05,3,"[8803284605464, 8802673003256, 8809423620046]","[2, 4, 3]",42000
50,00000051,27454806,99388073,3,2019-02-16 12:10:56,2019-02-16 12:18:59,NULL,2019-02-16 12:13:30,1,[8809068661008],[5],26000
51,00000052,27454806,36237228,2,2018-09-06 18:22:20,2018-09-06 18:23:49,NULL,2018-09-06 18:23:49,3,"[8802774003445, 8809409910123, 8809191574664, 8801056054984, 8809068661169]","[5, 2, 4, 3, 1]",101000
52,00000053,27454806,60170980,3,2019-08-14 13:14:48,2019-08-14 13:26:10,NULL,2019-08-14 13:16:42,1,"[8809409910123, 8809068661077, 8801382131014, 8801097130012]","[3, 1, 4, 2]",91000
53,00000054,27454806,1477966,2,2018-07-02 22:16:14,2018-07-02 22:17:19,NULL,2018-07-02 22:17:19,2,"[8802774003445, 8801097130036, 8802673003256, 8801382137405, 8802774001014]","[4, 2, 3, 5, 1]",76000
54,00000055,27454806,22176965,3,2018-08-12 05:36:00,2018-08-12 05:41:09,NULL,2018-08-12 05:37:16,5,"[8809191574664, 8801094503031]","[4, 5]",74000
55,00000056,27454806,34157209,1,2018-03-10 12:11:23,2018-03-10 12:11:23,NULL,NULL,1,"[8809332392768, 8809045670115, 8801043650762, 8801056714017, 8809068661077]","[3, 5, 1, 4, 2]",97000
56,00000057,27454806,66679999,1,2019-02-10 22:12:58,2019-02-10 22:12:58,NULL,NULL,1,"[8806002002894, 8809068661008, 8801094503031]","[4, 5, 1]",102000
57,00000058,27454806,1477966,2,2019-01-07 04:48:02,2019-01-07 04:49:36,NULL,2019-01-07 04:49:36,1,[8802774003445],[1],11000
58,00000059,27454806,84457962,3,2019-04-03 08:02:05,2019-04-03 08:19:44,NULL,2019-04-03 08:03:26,5,"[8806002002894, 8809068661008]","[4, 5]",66000
59,00000060,27454806,58832889,1,2020-04-15 12:40:35,2020-04-15 12:40:35,NULL,NULL,5,"[8801094503031, 8806002002894, 8806001083750]","[2, 4, 3]",82000
60,00000061,27454806,38968808,4,2018-09-14 18:05:45,2018-09-14 18:11:16,2018-09-14 18:11:16,2018-09-14 18:07:36,5,"[8809068661077, 8809332392768]","[1, 2]",48000
61,00000062,27454806,84166398,4,2019-02-15 13:06:20,2019-02-15 13:12:20,2019-02-15 13:12:20,2019-02-15 13:07:59,4,"[8806001083750, 8801043650762, 8806002002894, 8801094222406]","[2, 3, 5, 1]",91000
62,00000063,27454806,46239733,2,2018-05-01 02:10:36,2018-05-01 02:13:27,NULL,2018-05-01 02:13:27,2,"[8801043650762, 8809068661008]","[3, 2]",37000
63,00000064,27454806,66679999,2,2019-01-18 20:07:31,2019-01-18 20:10:12,NULL,2019-01-18 20:10:12,2,[8806002002894],[1],40000
64,00000065,27454806,58832889,3,2020-09-11 18:18:22,2020-09-11 18:40:15,NULL,2020-09-11 18:19:38,1,"[8801094503031, 8801043650762]","[4, 2]",47000
65,00000066,27454806,18377790,2,2018-08-21 14:46:55,2018-08-21 14:49:25,NULL,2018-08-21 14:49:25,4,"[8809409910123, 8801094482602, 8809080300039, 8801382134824, 8801056224011]","[1, 3, 4, 2, 5]",63000
66,00000067,27454806,84166398,1,2020-06-21 21:44:13,2020-06-21 21:44:13,NULL,NULL,1,"[8806002002894, 8801382131014, 8809332392768, 8801056021062, 8801097178021]","[4, 2, 3, 1, 5]",132000
67,00000068,27454806,96820813,4,2019-09-13 22:08:55,2019-09-13 22:15:16,2019-09-13 22:15:16,2019-09-13 22:11:44,1,"[8801094482602, 8802673003256, 8809191574664]","[3, 5, 2]",78000
68,00000069,92712691,33463785,1,2019-09-19 03:29:17,2019-09-19 03:29:17,NULL,NULL,2,"[8809068661008, 8801382131014]","[4, 5]",48000
69,00000070,92712691,47033144,4,2019-03-18 13:10:19,2019-03-18 13:15:07,2019-03-18 13:15:07,2019-03-18 13:12:43,5,[8801382131014],[4],22000
70,00000071,92712691,99208683,4,2020-08-03 08:06:37,2020-08-03 08:11:14,2020-08-03 08:11:14,2020-08-03 08:08:34,3,"[8809332392768, 8802673003256, 8801094503031, 8809027331744, 8801056042219]","[1, 3, 2, 4, 5]",139000
71,00000072,92712691,44858354,1,2020-08-11 19:32:35,2020-08-11 19:32:35,NULL,NULL,5,"[8809080300039, 8802774003445, 8801097130036, 8801056038861]","[2, 3, 4, 1]",46000
72,00000073,92712691,54178025,1,2019-02-11 11:23:58,2019-02-11 11:23:58,NULL,NULL,4,"[8809423620046, 8801056024062]","[1, 2]",31000
73,00000074,92712691,34157209,4,2018-02-17 16:49:42,2018-02-17 16:55:40,2018-02-17 16:55:40,2018-02-17 16:51:30,3,"[8809080300039, 8801382131014, 8809191574664]","[4, 1, 2]",67000
74,00000075,92712691,56140451,2,2019-06-02 14:38:52,2019-06-02 14:40:18,NULL,2019-06-02 14:40:18,1,"[8809068661008, 8806002002894, 8806002002894, 8801056798017]","[5, 2, 3, 1]",129000
75,00000076,92712691,46239733,1,2018-04-09 17:38:48,2018-04-09 17:38:48,NULL,NULL,2,[8809191574664],[4],38000
76,00000077,92712691,99699361,2,2020-05-02 20:26:37,2020-05-02 20:29:33,NULL,2020-05-02 20:29:33,1,"[8803284605464, 8809332392768]","[3, 2]",41000
77,00000078,92712691,33463785,4,2020-04-06 18:30:12,2020-04-06 18:36:08,2020-04-06 18:36:08,2020-04-06 18:31:20,4,"[8801382131014, 8809045670115, 8802673003256]","[5, 2, 4]",65000
78,00000079,92712691,97713365,2,2018-06-06 12:43:06,2018-06-06 12:44:44,NULL,2018-06-06 12:44:44,4,[8809080300039],[2],7000
79,00000080,92712691,89034567,1,2020-02-03 11:51:02,2020-02-03 11:51:02,NULL,NULL,5,"[8801094482602, 8802774003445, 8809068661077, 8806430012819]","[3, 4, 5, 1]",82000
80,00000081,92712691,33463785,2,2020-08-12 10:32:00,2020-08-12 10:33:47,NULL,2020-08-12 10:33:47,4,"[8806001083750, 8801043650762, 8806002002894, 8809068661152, 8801056389017]","[3, 2, 4, 1, 5]",91000
81,00000082,1457050,61657168,2,2018-02-08 02:00:40,2018-02-08 02:02:45,NULL,2018-02-08 02:02:45,1,"[8801097130036, 8809409910123, 8801094503031, 8809253640177, 8803284607659]","[3, 2, 4, 5, 1]",77000
82,00000083,1457050,33463785,1,2019-02-17 10:32:05,2019-02-17 10:32:05,NULL,NULL,2,"[8801097130036, 8801056024062, 8803284605464]","[5, 2, 1]",39000
83,00000084,1457050,56140451,2,2019-09-01 13:40:41,2019-09-01 13:42:24,NULL,2019-09-01 13:42:24,5,"[8809068661008, 8801094503031, 8809191574664]","[1, 3, 2]",100000
84,00000085,1457050,18377790,1,2018-09-21 09:38:37,2018-09-21 09:38:37,NULL,NULL,2,"[8801094482602, 8809045670115, 8802774003445]","[3, 4, 1]",56000
85,00000086,1457050,38968808,3,2020-07-11 17:55:00,2020-07-11 18:04:26,NULL,2020-07-11 17:56:23,1,"[8809409910123, 8806001083750]","[2, 4]",22000
86,00000087,1457050,60170980,2,2020-08-02 15:48:29,2020-08-02 15:49:37,NULL,2020-08-02 15:49:37,1,"[8809191574664, 8809045670115]","[2, 4]",62000
87,00000088,1457050,54178025,3,2018-06-05 17:30:29,2018-06-05 17:38:10,NULL,2018-06-05 17:32:53,3,"[8802673003256, 8809045670115]","[3, 1]",43000
88,00000089,1457050,57745285,2,2018-04-03 03:30:51,2018-04-03 03:32:43,NULL,2018-04-03 03:32:43,2,[8809045670115],[5],24000
89,00000090,1457050,37194251,3,2019-03-04 03:16:54,2019-03-04 03:35:25,NULL,2019-03-04 03:19:40,1,"[8801382131014, 8801097130036, 8803284605464]","[5, 2, 1]",40000
90,00000091,1457050,38968808,2,2020-06-14 01:25:10,2020-06-14 01:26:11,NULL,2020-06-14 01:26:11,2,[8806002002894],[1],40000
91,00000092,66045735,98473237,2,2019-05-14 21:53:57,2019-05-14 21:56:52,NULL,2019-05-14 21:56:52,2,"[8809045670115, 8809080300039]","[1, 2]",31000
92,00000093,66045735,98446589,1,2020-06-12 13:09:12,2020-06-12 13:09:12,NULL,NULL,5,"[8806002002894, 8801382131014, 8802774003445, 8806002010427, 8809423620015]","[1, 2, 5, 4, 3]",86000
93,00000094,66045735,14729155,4,2018-03-14 04:48:34,2018-03-14 04:54:14,2018-03-14 04:54:14,2018-03-14 04:49:43,5,"[8806002002894, 8809080300039]","[2, 3]",47000
94,00000095,66045735,56856462,4,2020-06-20 02:43:49,2020-06-20 02:47:31,2020-06-20 02:47:31,2020-06-20 02:46:27,1,[8801094482602],[4],21000
95,00000096,66045735,61657168,3,2020-07-16 01:12:00,2020-07-16 01:33:08,NULL,2020-07-16 01:13:51,3,[8809068661008],[2],26000
96,00000097,66045735,46239733,2,2020-03-09 12:35:56,2020-03-09 12:38:35,NULL,2020-03-09 12:38:35,3,"[8803284605464, 8801382131014, 8809080300039, 8806001085020, 8801094483005]","[5, 3, 2, 4, 1]",92000
97,00000098,66045735,49616996,2,2020-06-16 06:58:05,2020-06-16 07:00:57,NULL,2020-06-16 07:00:57,3,"[8809068661008, 8809045670115, 8806002002894, 8801056022112]","[2, 5, 4, 3]",118000
98,00000099,66045735,76430125,2,2019-05-01 01:01:14,2019-05-01 01:02:33,NULL,2019-05-01 01:02:33,2,"[8809423620046, 8801094482602, 8809045670115, 8802673003225, 8801056154011]","[5, 3, 2, 4, 1]",109000
99,00000100,66045735,34157209,2,2020-04-08 13:00:10,2020-04-08 13:02:36,NULL,2020-04-08 13:02:36,5,"[8802774003445, 8801056024062, 8801382131014, 8801094232702, 8809423620039]","[1, 2, 3, 4, 5]",107000
100,00000101,21775839,78189817,2,2020-02-08 18:30:54,2020-02-08 18:33:53,NULL,2020-02-08 18:33:53,4,"[8809423620046, 8801094503031]","[2, 3]",46000
101,00000102,21775839,46239733,2,2020-02-11 18:49:57,2020-02-11 18:52:45,NULL,2020-02-11 18:52:45,2,"[8801382131014, 8802774003445]","[2, 1]",33000
102,00000103,21775839,78189817,2,2018-06-17 17:21:57,2018-06-17 17:23:48,NULL,2018-06-17 17:23:48,5,[8809080300039],[1],7000
103,00000104,21775839,49616996,4,2018-04-04 23:20:58,2018-04-04 23:26:53,2018-04-04 23:26:53,2018-04-04 23:22:50,4,[8809191574664],[2],38000
104,00000105,21775839,59830938,2,2020-07-10 02:04:38,2020-07-10 02:07:14,NULL,2020-07-10 02:07:14,1,"[8803284605464, 8809045670115, 8806002002894, 8801056164011]","[2, 3, 4, 5]",86000
105,00000106,21775839,52970367,2,2019-05-13 13:55:51,2019-05-13 13:57:14,NULL,2019-05-13 13:57:14,3,[8803284605464],[5],13000
106,00000107,21775839,22176965,1,2019-04-16 20:20:41,2019-04-16 20:20:41,NULL,NULL,1,"[8803284605464, 8809080300039, 8806002002894, 8801382127567]","[1, 2, 3, 4]",92000
107,00000108,21775839,52970367,3,2018-04-01 20:41:06,2018-04-01 20:57:36,NULL,2018-04-01 20:43:19,4,[8809191574664],[3],38000
108,00000109,21775839,74883731,1,2020-08-11 14:26:55,2020-08-11 14:26:55,NULL,NULL,2,"[8801043650762, 8803284605464, 8809191574664, 8809068661152]","[4, 1, 5, 3]",85000
109,00000110,21775839,34157209,2,2019-07-10 04:36:51,2019-07-10 04:38:33,NULL,2019-07-10 04:38:33,1,"[8801056024062, 8803284605464]","[5, 3]",34000
110,00000111,21775839,18377790,2,2020-02-05 19:48:45,2020-02-05 19:51:15,NULL,2020-02-05 19:51:15,4,"[8809409910123, 8802673003256, 8809191574664]","[4, 5, 3]",73000
111,00000112,21775839,58832889,4,2020-06-01 22:54:20,2020-06-01 22:58:43,2020-06-01 22:58:43,2020-06-01 22:55:24,3,"[8809191574664, 8801094503031, 8801382131014, 8801056003364]","[4, 5, 3, 1]",109000
112,00000113,21775839,61657168,1,2018-08-13 15:01:30,2018-08-13 15:01:30,NULL,NULL,2,"[8801094503031, 8806002002894, 8809409910123, 8806002010465, 8806020311919]","[1, 4, 5, 3, 2]",150000
113,00000114,21775839,84457962,3,2020-06-13 17:07:57,2020-06-13 17:14:59,NULL,2020-06-13 17:10:51,4,[8809080300039],[2],7000
114,00000115,21775839,66679999,3,2019-08-03 13:48:08,2019-08-03 14:07:35,NULL,2019-08-03 13:50:20,4,"[8802673003256, 8801094503031]","[4, 1]",55000
115,00000116,21775839,7770833,2,2020-05-17 04:03:51,2020-05-17 04:06:44,NULL,2020-05-17 04:06:44,5,"[8809068661077, 8809409910123, 8806002002894]","[3, 1, 4]",76000
116,00000117,21775839,52970367,2,2019-05-05 12:06:08,2019-05-05 12:08:20,NULL,2019-05-05 12:08:20,1,[8809080300039],[2],7000
117,00000118,21775839,36237228,3,2020-03-08 16:27:55,2020-03-08 16:38:30,NULL,2020-03-08 16:30:33,5,"[8801043650762, 8809068661077, 8801382131014, 8801097250413, 8801094502102]","[5, 4, 1, 2, 3]",96000
118,00000119,21775839,42985112,3,2019-06-08 22:11:18,2019-06-08 22:27:45,NULL,2019-06-08 22:12:33,1,[8801056024062],[5],21000
119,00000120,21775839,65410918,4,2019-05-08 15:52:39,2019-05-08 15:57:29,2019-05-08 15:57:29,2019-05-08 15:54:17,5,"[8801094503031, 8806002002894, 8809068661077, 8806002002894, 8801094503505]","[5, 4, 3, 2, 1]",151000
120,00000121,21775839,47033144,1,2019-09-09 09:02:41,2019-09-09 09:02:41,NULL,NULL,5,[8806002002894],[3],40000
121,00000122,21775839,89034567,3,2018-08-21 23:36:24,2018-08-21 23:44:54,NULL,2018-08-21 23:39:22,2,"[8802774003445, 8806001083750, 8806002002894]","[3, 4, 5]",57000
122,00000123,21775839,33463785,4,2018-07-12 21:37:15,2018-07-12 21:43:10,2018-07-12 21:43:10,2018-07-12 21:39:31,4,"[8809191574664, 8801094503031, 8809068661008]","[5, 2, 4]",100000
123,00000124,21775839,49416586,2,2020-03-12 04:16:09,2020-03-12 04:18:57,NULL,2020-03-12 04:18:57,1,"[8803284605464, 8801382131014, 8802774003445]","[2, 3, 4]",46000
124,00000125,21775839,61657168,1,2019-07-21 11:51:31,2019-07-21 11:51:31,NULL,NULL,3,[8803284605464],[3],13000
125,00000126,64038681,58832889,4,2020-03-18 03:54:27,2020-03-18 04:01:02,2020-03-18 04:01:02,2020-03-18 03:57:12,2,"[8806001083750, 8801382131014]","[2, 5]",28000
126,00000127,64038681,46239733,2,2019-01-10 09:37:42,2019-01-10 09:40:14,NULL,2019-01-10 09:40:14,4,"[8809068661077, 8809409910123]","[3, 4]",36000
127,00000128,64038681,36237228,1,2020-07-20 21:30:54,2020-07-20 21:30:54,NULL,NULL,1,"[8801097130036, 8806002002894]","[5, 1]",45000
128,00000129,64038681,96820813,1,2020-02-18 20:30:39,2020-02-18 20:30:39,NULL,NULL,4,"[8801043650762, 8803284605464, 8809068661008, 8805915530633]","[5, 1, 4, 2]",89000
129,00000130,64038681,60170980,4,2020-03-15 01:42:59,2020-03-15 01:46:24,2020-03-15 01:46:24,2020-03-15 01:44:47,2,"[8809080300039, 8802774003445, 8803284605464, 8801056154011, 8801094503031]","[4, 2, 5, 1, 3]",92000
130,00000131,64038681,98473237,2,2019-04-04 23:31:42,2019-04-04 23:34:20,NULL,2019-04-04 23:34:20,4,[8801056024062],[5],21000
131,00000132,64038681,52970367,3,2018-08-14 16:51:05,2018-08-14 16:59:27,NULL,2018-08-14 16:53:04,1,"[8801382131014, 8809409910123, 8801094503031, 8809110700044]","[4, 1, 2, 5]",110000
132,00000133,64038681,54178025,1,2019-06-04 05:41:43,2019-06-04 05:41:43,NULL,NULL,5,"[8802673003256, 8802774003445]","[3, 1]",30000
133,00000134,64038681,36237228,3,2019-02-10 23:51:25,2019-02-11 00:01:52,NULL,2019-02-10 23:54:08,1,[8802673003256],[1],19000
134,00000135,29463381,14372105,4,2019-03-13 12:58:52,2019-03-13 13:04:43,2019-03-13 13:04:43,2019-03-13 13:01:08,2,"[8809191574664, 8802774003445, 8801094482602]","[3, 1, 2]",70000
135,00000136,48563880,47033144,1,2020-04-12 03:36:37,2020-04-12 03:36:37,NULL,NULL,4,"[8809423620046, 8809080300039, 8801056024062, 8809080300060]","[4, 2, 5, 1]",46000
136,00000137,48563880,18377790,2,2020-05-09 03:11:43,2020-05-09 03:13:24,NULL,2020-05-09 03:13:24,5,"[8803284605464, 8802673003256, 8809068661077, 8809323750027, 8801382134824]","[5, 4, 3, 2, 1]",100000
137,00000138,48563880,74883731,1,2018-01-18 09:38:01,2018-01-18 09:38:01,NULL,NULL,4,"[8801097130036, 8809068661077]","[2, 1]",25000
138,00000139,48563880,96820813,1,2020-05-06 15:14:47,2020-05-06 15:14:47,NULL,NULL,3,"[8801382131014, 8809080300039]","[4, 1]",29000
139,00000140,48563880,47033144,1,2018-04-14 20:18:21,2018-04-14 20:18:21,NULL,NULL,1,[8806002002894],[5],40000
140,00000141,48563880,57745285,2,2020-05-03 10:38:17,2020-05-03 10:39:18,NULL,2020-05-03 10:39:18,2,[8809045670115],[5],24000
141,00000142,48563880,38968808,2,2018-04-20 22:33:47,2018-04-20 22:34:53,NULL,2018-04-20 22:34:53,4,"[8809068661077, 8809045670115, 8801043650762, 8809068661169, 8802673003317]","[3, 2, 1, 5, 4]",120000
142,00000143,48563880,58832889,4,2019-04-05 16:23:41,2019-04-05 16:30:02,2019-04-05 16:30:02,2019-04-05 16:26:32,1,"[8809332392768, 8801094482602, 8801056024062, 8809027331706]","[5, 4, 1, 3]",105000
143,00000144,48563880,84457962,1,2020-09-17 15:07:07,2020-09-17 15:07:07,NULL,NULL,1,"[8809068661077, 8802673003256]","[3, 4]",39000
144,00000145,48563880,22176965,1,2019-05-02 14:45:05,2019-05-02 14:45:05,NULL,NULL,4,"[8809068661008, 8802673003256, 8801097130036, 8801056001285, 88004334]","[3, 1, 2, 5, 4]",108000
