,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
28,00000029,95383424,75912270,1,2020-08-05 10:00:55,2020-08-05 10:00:55,NULL,NULL,5,"[8801056298012, 8806002010670, 8801056755010, 8801097187016, 8809023003379]","[5, 3, 1, 2, 4]",117000
29,00000030,95383424,56228779,2,2019-02-21 14:43:27,2019-02-21 14:45:01,NULL,2019-02-21 14:45:01,3,[8806430012819],[5],30000
30,00000031,95383424,30435977,3,2019-02-10 17:59:08,2019-02-10 18:17:35,NULL,2019-02-10 18:00:57,1,"[8801382130802, 8801056755010, 8801056017606, 8806003011522, 8801097178090]","[1, 2, 5, 3, 4]",112000
31,00000032,95383424,40984929,2,2020-07-20 02:07:41,2020-07-20 02:10:12,NULL,2020-07-20 02:10:12,4,[8801043650700],[1],6000
32,00000033,95383424,2634000,3,2019-02-18 14:20:28,2019-02-18 14:36:43,NULL,2019-02-18 14:22:59,3,"[8809040935110, 8801056755010, 8801043650700]","[5, 2, 1]",36000
33,00000034,95383424,80100195,4,2018-04-09 10:11:54,2018-04-09 10:15:55,2018-04-09 10:15:55,2018-04-09 10:13:47,1,"[8809040935110, 8803284605464]","[5, 4]",22000
34,00000035,95383424,46075113,2,2020-06-19 02:26:37,2020-06-19 02:28:56,NULL,2020-06-19 02:28:56,5,[8801043650700],[2],6000
35,00000036,95383424,30435977,1,2020-09-13 15:07:38,2020-09-13 15:07:38,NULL,NULL,1,"[8801382127574, 8801056002541, 8801056755010]","[1, 2, 3]",72000
36,00000037,95383424,5887706,4,2020-03-04 12:21:38,2020-03-04 12:28:30,2020-03-04 12:28:30,2020-03-04 12:23:31,3,"[8806002010670, 8806430012819, 8801056298012]","[4, 3, 5]",62000
37,00000038,1851763,46075113,3,2018-02-17 19:28:15,2018-02-17 19:43:39,NULL,2018-02-17 19:29:30,4,"[8809027331317, 8801056005237, 8809423620039]","[2, 5, 4]",78000
38,00000039,1851763,22827613,3,2020-04-08 07:48:46,2020-04-08 08:00:51,NULL,2020-04-08 07:51:31,1,[8803284605464],[3],13000
39,00000040,1851763,5887706,4,2020-06-09 01:53:00,2020-06-09 01:57:48,2020-06-09 01:57:48,2020-06-09 01:55:15,4,"[8801056002541, 8801056005237, 8809057795523, 8801094502102, 8801056924011]","[1, 5, 4, 2, 3]",140000
40,00000041,1851763,88566707,3,2020-07-05 14:35:13,2020-07-05 14:54:42,NULL,2020-07-05 14:37:14,5,[8806430012819],[2],30000
41,00000042,1851763,22827613,2,2019-09-15 16:41:34,2019-09-15 16:43:52,NULL,2019-09-15 16:43:52,1,[8801056298012],[1],8000
42,00000043,1851763,78564878,3,2020-08-04 05:14:19,2020-08-04 05:21:14,NULL,2020-08-04 05:17:05,2,"[8801382130826, 8801094483005, 8801056002541]","[3, 5, 4]",48000
43,00000044,1851763,6985188,3,2019-06-08 05:49:04,2019-06-08 06:00:32,NULL,2019-06-08 05:51:21,5,"[8801056002541, 8801382127574]","[5, 3]",51000
44,00000045,1851763,53005560,1,2018-09-04 22:10:07,2018-09-04 22:10:07,NULL,NULL,4,"[8809423620039, 8801043650700]","[5, 4]",46000
45,00000046,1851763,49673122,3,2018-03-15 07:12:42,2018-03-15 07:23:15,NULL,2018-03-15 07:13:43,2,"[8806430012819, 8801056298012]","[4, 1]",38000
46,00000047,26420237,87603323,4,2020-09-20 18:02:16,2020-09-20 18:08:36,2020-09-20 18:08:36,2020-09-20 18:04:10,3,"[8801056487010, 8801094483005, 8801382127574]","[2, 3, 4]",40000
47,00000048,26420237,42066340,2,2020-09-15 23:55:22,2020-09-15 23:56:32,NULL,2020-09-15 23:56:32,5,[8801056005237],[2],19000
48,00000049,26420237,89421500,4,2019-02-12 15:52:50,2019-02-12 15:57:04,2019-02-12 15:57:04,2019-02-12 15:55:49,2,"[8806430012819, 8801056487010]","[2, 4]",37000
49,00000050,26420237,92495839,1,2019-02-20 07:29:19,2019-02-20 07:29:19,NULL,NULL,4,"[8801056002541, 8801382130826, 8801056015107]","[5, 4, 2]",39000
50,00000051,26420237,75912270,3,2019-03-13 19:08:00,2019-03-13 19:28:14,NULL,2019-03-13 19:09:30,2,"[8801056005237, 8809027331317, 8809040935110, 8801056487010]","[2, 4, 5, 3]",54000
51,00000052,26420237,24540484,3,2020-05-16 08:53:10,2020-05-16 08:58:16,NULL,2020-05-16 08:55:12,5,[8803284605464],[5],13000
52,00000053,26420237,57540999,3,2020-08-05 14:16:27,2020-08-05 14:23:10,NULL,2020-08-05 14:17:47,2,"[8806430012819, 8801056487010]","[4, 1]",37000
53,00000054,26420237,93001305,2,2019-01-16 20:34:26,2019-01-16 20:35:45,NULL,2019-01-16 20:35:45,2,[8801056017606],[3],4000
54,00000055,26420237,63021024,4,2018-05-16 09:20:05,2018-05-16 09:24:48,2018-05-16 09:24:48,2018-05-16 09:23:03,1,[8809027331317],[5],19000
55,00000056,26420237,94215680,1,2018-02-03 05:05:27,2018-02-03 05:05:27,NULL,NULL,5,"[8801382130802, 8801056298012, 8809027331317]","[5, 2, 1]",52000
56,00000057,26420237,71466100,4,2020-01-06 20:02:58,2020-01-06 20:07:54,2020-01-06 20:07:54,2020-01-06 20:04:55,5,"[8801382130802, 8801056755010, 8801094483005]","[3, 4, 2]",58000
57,00000058,26420237,93001305,2,2020-01-09 03:54:39,2020-01-09 03:55:44,NULL,2020-01-09 03:55:44,5,"[8801056298012, 8801056755010, 8801056005237, 8801043900027, 8809135308157]","[2, 5, 1, 4, 3]",103000
58,00000059,26420237,86704733,3,2019-01-17 21:59:44,2019-01-17 22:03:38,NULL,2019-01-17 22:01:20,2,"[8801094483005, 8809057795523, 8801382127574]","[4, 1, 5]",64000
59,00000060,26420237,71466100,4,2020-06-08 20:04:21,2020-06-08 20:11:00,2020-06-08 20:11:00,2020-06-08 20:07:10,4,[8801382130802],[5],25000
60,00000061,26420237,93528850,2,2020-03-12 19:17:00,2020-03-12 19:19:56,NULL,2020-03-12 19:19:56,5,"[8801382127574, 8801056487010, 8801382130802, 8801382134848, 8809323750065]","[5, 4, 2, 1, 3]",80000
61,00000062,26420237,72474122,4,2020-02-07 08:09:10,2020-02-07 08:15:23,2020-02-07 08:15:23,2020-02-07 08:11:03,3,"[8809057795523, 8801382130802, 8803284605464]","[3, 1, 4]",69000
62,00000063,81723145,42066340,1,2019-08-07 06:50:25,2019-08-07 06:50:25,NULL,NULL,4,"[8806430012819, 8801382130826]","[1, 5]",36000
63,00000064,81723145,78499253,2,2019-02-02 07:35:10,2019-02-02 07:37:29,NULL,2019-02-02 07:37:29,4,"[8809027331317, 8801056002541, 8801056487010, 8809023009593]","[5, 3, 4, 2]",92000
64,00000065,81723145,6985188,3,2018-09-20 03:52:21,2018-09-20 04:06:05,NULL,2018-09-20 03:53:48,3,"[8801382130802, 8801056002541, 8801056017606, 8801382135418]","[5, 4, 3, 1]",68000
65,00000066,81723145,92770434,2,2018-03-06 15:11:35,2018-03-06 15:14:03,NULL,2018-03-06 15:14:03,2,"[8801382130802, 8801382130826, 8801056755010]","[5, 3, 4]",52000
66,00000067,81723145,13719043,1,2018-01-17 13:01:52,2018-01-17 13:01:52,NULL,NULL,5,"[8801382127574, 8801056755010]","[3, 2]",42000
67,00000068,81723145,92930680,2,2019-03-12 05:49:29,2019-03-12 05:50:32,NULL,2019-03-12 05:50:32,1,[8803284605464],[2],13000
68,00000069,81723145,818369,2,2020-03-01 18:11:01,2020-03-01 18:12:41,NULL,2020-03-01 18:12:41,5,"[8801382130802, 8809423620039]","[4, 1]",65000
69,00000070,81723145,94215680,2,2020-05-17 18:55:20,2020-05-17 18:56:33,NULL,2020-05-17 18:56:33,3,[8801056005237],[5],19000
70,00000071,12632964,93528850,4,2018-03-12 14:25:55,2018-03-12 14:30:09,2018-03-12 14:30:09,2018-03-12 14:27:53,4,"[8809057795523, 8809423620039, 8806430012819, 8801094563004]","[1, 5, 2, 3]",121000
71,00000072,12632964,13719043,4,2019-05-15 06:34:39,2019-05-15 06:40:10,2019-05-15 06:40:10,2019-05-15 06:37:02,5,"[8806430012819, 8801056755010, 8801056005237, 8806002003030]","[3, 5, 1, 4]",89000
72,00000073,12632964,638938,1,2018-06-05 01:06:45,2018-06-05 01:06:45,NULL,NULL,2,"[8809040935110, 8809423620039, 8801056015107]","[1, 3, 4]",52000
73,00000074,12632964,638938,3,2020-01-06 13:00:04,2020-01-06 13:15:17,NULL,2020-01-06 13:02:46,5,"[8801094483005, 8803284605464, 8801382127574]","[3, 1, 2]",46000
74,00000075,12632964,86704733,3,2019-07-05 15:09:15,2019-07-05 15:21:12,NULL,2019-07-05 15:11:53,5,"[8801382127574, 8801094483005, 8801056487010]","[4, 5, 3]",40000
75,00000076,12632964,1680294,1,2020-06-06 12:26:06,2020-06-06 12:26:06,NULL,NULL,1,"[8801056755010, 8801043650700]","[2, 3]",27000
76,00000077,12632964,56228779,2,2019-02-17 01:31:50,2019-02-17 01:34:18,NULL,2019-02-17 01:34:18,2,"[8801056017606, 8801382127574]","[4, 3]",25000
77,00000078,12632964,40213308,3,2019-04-08 07:02:02,2019-04-08 07:17:04,NULL,2019-04-08 07:03:25,5,"[8801056487010, 8801056015107, 8809057795523]","[1, 2, 3]",41000
78,00000079,12632964,30435977,4,2019-09-02 18:28:15,2019-09-02 18:33:44,2019-09-02 18:33:44,2019-09-02 18:29:46,2,"[8801056298012, 8801382127574, 8801056002541, 8802673003256, 8809068661008]","[3, 4, 5, 1, 2]",104000
79,00000080,12632964,72474122,3,2020-07-11 20:35:11,2020-07-11 20:49:33,NULL,2020-07-11 20:37:46,5,"[8801382130802, 8806002010670, 8801056005237, 8806020311919]","[3, 2, 1, 4]",108000
80,00000081,12632964,40213308,1,2019-07-12 09:12:39,2019-07-12 09:12:39,NULL,NULL,3,"[8801094483005, 8803284605464, 8801056487010, 8809173200130, 8801094223038]","[2, 5, 4, 1, 3]",80000
81,00000082,12632964,24966706,3,2020-02-12 20:37:46,2020-02-12 21:01:29,NULL,2020-02-12 20:40:30,1,"[8809423620039, 8801056002541, 8801382127574]","[1, 2, 3]",91000
82,00000083,12632964,75912270,2,2018-01-17 04:49:34,2018-01-17 04:51:20,NULL,2018-01-17 04:51:20,4,"[8809040935110, 8801056298012, 8801056015107, 8801056033057, 8803284605532]","[4, 1, 3, 2, 5]",59000
83,00000084,12632964,48471189,4,2019-05-13 18:38:59,2019-05-13 18:45:26,2019-05-13 18:45:26,2019-05-13 18:40:35,1,"[8801382130802, 8809423620039, 8809040935110, 8801382144823, 8806001083026]","[5, 1, 4, 2, 3]",111000
84,00000085,12632964,80100195,4,2020-01-04 12:35:20,2020-01-04 12:40:49,2020-01-04 12:40:49,2020-01-04 12:37:38,4,"[8801382130802, 8801056017606, 8801094483005, 8801056064747, 8801056017583]","[5, 4, 1, 2, 3]",84000
85,00000086,12632964,21660010,3,2018-04-11 22:52:42,2018-04-11 23:03:40,NULL,2018-04-11 22:54:46,1,[8801056002541],[5],30000
86,00000087,51867356,57540999,2,2020-03-13 23:46:22,2020-03-13 23:48:03,NULL,2020-03-13 23:48:03,5,"[8801056755010, 8801056002541, 8809027331317]","[1, 5, 2]",70000
87,00000088,51867356,56228779,2,2020-04-16 08:36:25,2020-04-16 08:37:32,NULL,2020-04-16 08:37:32,4,"[8803284605464, 8809040935110, 8806430012819, 8809068661077, 8801056005237]","[2, 1, 5, 3, 4]",91000
88,00000089,51867356,638938,2,2020-02-21 17:31:32,2020-02-21 17:32:47,NULL,2020-02-21 17:32:47,2,[8806002010670],[1],24000
89,00000090,51867356,30435977,1,2020-01-14 18:59:06,2020-01-14 18:59:06,NULL,NULL,5,[8809040935110],[2],9000
90,00000091,51867356,5887706,2,2018-09-03 04:11:55,2018-09-03 04:14:13,NULL,2018-09-03 04:14:13,4,[8801043650700],[5],6000
91,00000092,37631863,66799319,1,2019-01-13 04:58:14,2019-01-13 04:58:14,NULL,NULL,2,"[8801056005237, 8809027331317, 8806430012819, 8801382128038, 8801382130840]","[2, 1, 4, 5, 3]",109000
92,00000093,37631863,2634000,2,2018-06-10 09:31:36,2018-06-10 09:32:40,NULL,2018-06-10 09:32:40,3,"[8809057795523, 8801382127574, 8801094483005]","[2, 1, 3]",64000
93,00000094,37631863,40213308,1,2018-05-05 14:40:44,2018-05-05 14:40:44,NULL,NULL,2,"[8801382130826, 8801056487010, 8806002010670]","[4, 2, 3]",37000
94,00000095,37631863,6985188,1,2018-01-04 16:00:02,2018-01-04 16:00:02,NULL,NULL,1,"[8803284605464, 8801382130826]","[1, 4]",19000
95,00000096,37631863,83110567,4,2018-02-05 19:29:01,2018-02-05 19:31:09,2018-02-05 19:31:09,2018-02-05 19:30:08,2,[8801056005237],[1],19000
96,00000097,37631863,94836247,1,2020-05-09 10:19:06,2020-05-09 10:19:06,NULL,NULL,3,"[8801056005237, 8801043650700, 8801382130802]","[3, 2, 4]",50000
97,00000098,37631863,71466100,2,2018-05-17 05:39:11,2018-05-17 05:42:04,NULL,2018-05-17 05:42:04,5,[8809027331317],[3],19000
98,00000099,37631863,93001305,3,2019-01-17 08:14:49,2019-01-17 08:36:14,NULL,2019-01-17 08:17:48,1,[8801382130826],[1],6000
99,00000100,37631863,78564878,1,2020-08-20 16:30:39,2020-08-20 16:30:39,NULL,NULL,2,[8806430012819],[1],30000
100,00000101,37631863,89421500,3,2019-06-06 12:00:59,2019-06-06 12:10:56,NULL,2019-06-06 12:02:54,1,"[8801056755010, 8806002010670]","[3, 1]",45000
101,00000102,37631863,13719043,4,2018-01-10 02:49:04,2018-01-10 02:54:20,2018-01-10 02:54:20,2018-01-10 02:50:06,5,"[8801056487010, 8801382130826, 8809423620039, 8801056001841, 8806002003030]","[4, 2, 5, 1, 3]",78000
102,00000103,37631863,68071993,2,2018-03-14 17:52:29,2018-03-14 17:55:18,NULL,2018-03-14 17:55:18,1,[8801382130802],[4],25000
103,00000104,37631863,24540484,4,2019-04-04 11:54:19,2019-04-04 12:00:16,2019-04-04 12:00:16,2019-04-04 11:56:23,5,"[8809040935110, 8801056487010]","[2, 5]",16000
104,00000105,37631863,92495839,1,2020-03-18 12:58:53,2020-03-18 12:58:53,NULL,NULL,4,[8801382130826],[2],6000
105,00000106,37631863,94215680,4,2018-07-21 03:00:54,2018-07-21 03:06:16,2018-07-21 03:06:16,2018-07-21 03:02:25,3,"[8801056017606, 8809423620039, 8809027331317]","[3, 2, 4]",63000
106,00000107,37631863,63021024,2,2019-09-13 04:31:03,2019-09-13 04:32:51,NULL,2019-09-13 04:32:51,2,"[8809027331317, 8801056005237, 8806002010670, 8809023009340]","[2, 5, 3, 4]",99000
107,00000108,37631863,56228779,1,2019-08-20 17:14:45,2019-08-20 17:14:45,NULL,NULL,4,"[8809057795523, 8801382130826, 8809027331317]","[4, 5, 1]",56000
108,00000109,37631863,5887706,3,2020-07-08 09:21:25,2020-07-08 09:34:27,NULL,2020-07-08 09:23:43,4,"[8809027331317, 8801056755010, 8809057795523]","[4, 5, 2]",71000
109,00000110,37631863,92770434,1,2020-06-03 13:48:31,2020-06-03 13:48:31,NULL,NULL,4,"[8801043650700, 8801056005237, 8809423620039, 8806430012819]","[5, 1, 2, 4]",95000
110,00000111,37631863,92495839,1,2020-09-07 23:27:40,2020-09-07 23:27:40,NULL,NULL,4,"[8801056755010, 8801382130826, 8809040935110]","[3, 4, 5]",36000
111,00000112,37631863,93001305,1,2019-03-18 17:55:43,2019-03-18 17:55:43,NULL,NULL,4,[8806430012819],[4],30000
112,00000113,37631863,86704733,3,2019-01-19 15:59:52,2019-01-19 16:03:27,NULL,2019-01-19 16:02:18,4,[8801382127574],[2],21000
113,00000114,37631863,87613525,3,2019-06-20 20:47:15,2019-06-20 21:06:32,NULL,2019-06-20 20:49:46,4,"[8801094483005, 8801382130802, 8801056002541]","[3, 1, 4]",67000
114,00000115,37631863,24966706,2,2018-02-10 09:20:05,2018-02-10 09:21:49,NULL,2018-02-10 09:21:49,4,"[8803284605464, 8809040935110, 8801056017606, 8806003011362, 8801056042196]","[5, 1, 3, 2, 4]",67000
115,00000116,37631863,64689622,2,2019-04-01 10:55:19,2019-04-01 10:57:01,NULL,2019-04-01 10:57:01,2,"[8801056298012, 8809423620039, 8806430012819, 8809135303633, 8801094602406]","[1, 5, 4, 3, 2]",121000
116,00000117,63615149,87603323,1,2018-08-13 22:52:21,2018-08-13 22:52:21,NULL,NULL,1,"[8801056017606, 8809423620039]","[5, 3]",44000
117,00000118,63615149,93528850,1,2020-01-21 13:31:25,2020-01-21 13:31:25,NULL,NULL,5,"[8801056755010, 8806430012819, 8801056002541, 8806002010441, 8801097231016]","[4, 5, 3, 2, 1]",141000
118,00000119,63615149,21660010,1,2019-04-15 10:53:24,2019-04-15 10:53:24,NULL,NULL,3,[8801056015107],[1],3000
119,00000120,63615149,85267976,1,2020-06-18 01:38:52,2020-06-18 01:38:52,NULL,NULL,3,"[8801056298012, 8806430012819]","[4, 5]",38000
120,00000121,63615149,1680294,3,2020-09-18 01:19:27,2020-09-18 01:39:43,NULL,2020-09-18 01:21:10,3,"[8801056015107, 8801382127574, 8801382130802, 8801056005672]","[3, 1, 5, 4]",78000
121,00000122,63615149,86704733,4,2018-03-09 10:44:54,2018-03-09 10:50:04,2018-03-09 10:50:04,2018-03-09 10:46:16,5,"[8801382130802, 8801056755010, 8809423620039, 8802673003355, 8809323750027]","[4, 3, 2, 1, 5]",135000
122,00000123,63615149,94836247,3,2020-08-08 12:05:43,2020-08-08 12:09:30,NULL,2020-08-08 12:06:57,2,"[8809057795523, 8809040935110]","[4, 3]",40000
123,00000124,63615149,92930680,1,2018-01-11 13:56:27,2018-01-11 13:56:27,NULL,NULL,5,"[8801056015107, 8801056017606, 8806430012819, 8801382127574, 8801056001285]","[2, 1, 4, 5, 3]",83000
124,00000125,63615149,93001305,4,2018-06-15 20:39:20,2018-06-15 20:46:12,2018-06-15 20:46:12,2018-06-15 20:42:09,3,"[8809423620039, 8801056487010, 8801043650700, 8801056009731, 8801056001285]","[1, 4, 2, 3, 5]",99000
125,00000126,63615149,818369,3,2019-01-03 15:07:26,2019-01-03 15:19:55,NULL,2019-01-03 15:10:20,4,[8801056015107],[4],3000
126,00000127,63615149,71466100,2,2018-01-03 06:56:08,2018-01-03 06:57:20,NULL,2018-01-03 06:57:20,4,"[8801056755010, 8809027331317]","[5, 1]",40000
127,00000128,63615149,72099160,4,2018-05-03 07:29:49,2018-05-03 07:33:42,2018-05-03 07:33:42,2018-05-03 07:32:35,4,"[8801056755010, 8801382130826, 8809040935110]","[3, 4, 2]",36000
128,00000129,68062720,87613525,4,2020-09-10 09:17:42,2020-09-10 09:22:52,2020-09-10 09:22:52,2020-09-10 09:19:17,4,"[8801382127574, 8801094483005, 8801056015107, 8809382930217]","[2, 3, 4, 5]",43000
129,00000130,68062720,86052106,3,2019-07-09 21:57:57,2019-07-09 22:12:13,NULL,2019-07-09 21:59:05,3,[8801094483005],[1],12000
130,00000131,68062720,57540999,2,2020-03-21 05:57:44,2020-03-21 05:59:07,NULL,2020-03-21 05:59:07,1,"[8801056002541, 8801382127574, 8801056755010, 8801056924011]","[5, 3, 1, 2]",92000
131,00000132,68062720,71466100,3,2018-08-03 05:34:12,2018-08-03 05:50:24,NULL,2018-08-03 05:37:03,4,[8801056017606],[4],4000
132,00000133,68062720,57540999,3,2019-08-19 05:10:20,2019-08-19 05:19:00,NULL,2019-08-19 05:12:24,2,"[8809027331317, 8801056002541, 8801382130826]","[1, 3, 5]",55000
133,00000134,68062720,75912270,4,2018-05-21 16:02:51,2018-05-21 16:06:11,2018-05-21 16:06:11,2018-05-21 16:04:25,5,"[8809027331317, 8801056755010, 8801056002541, 8809068661008, 8801052727851]","[2, 4, 5, 1, 3]",114000
134,00000135,68062720,42066340,2,2019-07-04 02:46:14,2019-07-04 02:48:03,NULL,2019-07-04 02:48:03,1,[8803284605464],[1],13000
135,00000136,68062720,87613525,3,2018-03-18 13:59:50,2018-03-18 14:05:50,NULL,2018-03-18 14:00:57,4,"[8809027331317, 8806002010670, 8803284605464]","[5, 2, 3]",56000
136,00000137,68062720,13719043,4,2020-01-07 16:49:47,2020-01-07 16:54:22,2020-01-07 16:54:22,2020-01-07 16:51:14,2,"[8809027331317, 8801056015107]","[2, 3]",22000
137,00000138,68062720,13040872,3,2020-02-14 23:41:59,2020-02-15 00:02:47,NULL,2020-02-14 23:44:38,1,"[8801382130826, 8806002010670, 8801056298012]","[3, 2, 4]",38000
138,00000139,68062720,71466100,2,2019-07-06 03:24:23,2019-07-06 03:26:42,NULL,2019-07-06 03:26:42,2,"[8801056005237, 8806430012819, 8806002010670, 8809068661077, 8809397830014]","[3, 2, 4, 1, 5]",96000
139,00000140,68062720,638938,3,2018-02-21 04:47:52,2018-02-21 04:52:54,NULL,2018-02-21 04:50:28,2,"[8801094483005, 8806430012819, 8801382130802]","[4, 1, 3]",67000
140,00000141,68062720,85267976,2,2018-02-14 08:41:31,2018-02-14 08:44:26,NULL,2018-02-14 08:44:26,1,"[8801056015107, 8801056005237, 8806430012819, 8809068661176, 8801382139072]","[2, 5, 1, 4, 3]",80000
141,00000142,68062720,93001305,1,2020-03-15 11:28:10,2020-03-15 11:28:10,NULL,NULL,5,"[8801382130826, 8809040935110, 8806002010670, 8801382128694, 8809057795523]","[5, 4, 2, 1, 3]",96000
142,00000143,68062720,71466100,3,2018-03-06 05:07:53,2018-03-06 05:14:34,NULL,2018-03-06 05:09:39,1,"[8801056755010, 8806002010670, 8801056005237, 8804342343434, 8809027331492]","[2, 5, 4, 1, 3]",76000
143,00000144,68062720,83110567,2,2019-06-13 20:28:12,2019-06-13 20:30:44,NULL,2019-06-13 20:30:44,5,"[8801056002541, 8809057795523, 8801056298012, 8801056017583]","[1, 4, 2, 3]",101000
144,00000145,68062720,66799319,3,2019-06-04 23:04:22,2019-06-04 23:13:03,NULL,2019-06-04 23:06:42,2,[8801056755010],[3],21000
145,00000146,68062720,87613525,1,2018-03-08 05:49:47,2018-03-08 05:49:47,NULL,NULL,2,"[8806430012819, 8801056005237, 8809040935110, 8809423620046, 8801056154066]","[2, 5, 1, 3, 4]",105000
