,고객이름,구매물건,구매갯수,최근방문날짜
143,22247409,8802673003355,12,2018-04-14
144,22247409,8809050511090,4,2019-09-12
145,22247409,8809323750027,14,2018-06-21
146,22247409,8801097231016,17,2019-06-13
147,22247409,8801056001285,15,2019-06-16
148,42518696,8801056787127,16,2018-09-20
149,24782388,8801056042226,2,2019-07-11
150,24782388,8809050511090,8,2020-09-21
151,24782388,8809050511144,12,2019-08-21
152,24782388,8801382130802,19,2020-04-21
153,24782388,8809068661152,1,2019-03-10
154,24782388,8801097178014,20,2018-03-14
155,28003728,8801056018160,17,2020-07-14
156,28003728,8801104500067,17,2020-01-10
157,28003728,8806001084894,16,2020-03-17
158,28003728,8809323750027,1,2019-07-16
159,96521238,8801056298012,8,2020-03-21
160,89045449,8809191574640,4,2020-02-12
161,30089224,8801382127567,13,2020-06-15
162,30089224,8801097250053,19,2018-02-18
163,30089224,8801382127567,9,2018-02-10
164,30089224,8801382127567,8,2020-03-16
165,30089224,8809125060850,15,2020-09-17
166,30089224,8806001083798,7,2018-08-11
167,30089224,8809332392768,11,2019-04-12
168,30089224,8809027331744,6,2020-04-18
169,30089224,8802673003232,9,2020-06-11
170,5985301,8806002010465,1,2020-04-18
171,5985301,8802774006927,1,2019-04-10
172,5985301,8801056224011,12,2020-02-13
173,5985301,8801056065805,20,2018-09-16
174,5985301,8809382930248,11,2018-01-16
175,3786854,8809023009340,5,2019-07-12
176,3786854,8802673003317,1,2020-08-19
177,3786854,8809068661152,6,2020-06-18
178,3786854,8801056001285,7,2018-01-21
179,3786854,8809068661176,20,2019-02-10
180,3786854,8809423620046,7,2020-08-10
181,3786854,8801056055189,2,2020-03-11
182,3786854,8809082727513,16,2019-08-14
183,3786854,8809332392768,8,2020-05-10
184,42543436,8801097250053,16,2018-08-10
185,42543436,8809125060225,7,2019-08-14
186,42543436,8801056017583,7,2019-04-13
187,52184792,8806001083750,5,2019-01-19
188,52184792,8801097250376,7,2019-04-12
189,52184792,8809173200345,6,2019-06-10
190,52184792,8801382130383,15,2020-04-15
191,52184792,8801097178021,5,2020-01-12
192,52184792,8802673003249,18,2019-04-21
193,52184792,8801094482602,17,2019-09-12
194,52184792,8801382132455,20,2020-01-21
195,83106435,8806002010441,17,2020-05-11
196,83106435,8803284607659,15,2020-01-13
197,79915597,8801056024062,8,2019-09-18
198,79915597,8801056001285,1,2019-03-15
199,58418124,8809382930248,20,2019-04-17
200,58418124,8809173200123,16,2019-09-13
201,58418124,8801104500067,20,2018-08-15
202,58418124,8802774001014,1,2018-04-18
203,58418124,8809027332932,15,2018-06-13
204,58418124,8801043650700,14,2018-03-18
205,58418124,880105603886,11,2018-03-14
206,58418124,8806020311353,9,2020-02-19
207,58418124,8801056009731,20,2020-05-19
208,88759195,8801094222406,2,2020-06-11
209,88759195,8801382144830,9,2018-04-14
210,88759195,88004334,8,2019-09-20
211,88759195,8801037037869,3,2020-08-17
212,88759195,8809332392768,14,2019-03-10
213,73117118,8801056233013,3,2020-07-16
214,73117118,8809253640177,1,2018-08-19
215,73117118,8801094563004,9,2020-03-12
216,73117118,8801056005719,11,2020-07-20
217,73117118,8809023009340,10,2020-03-19
218,73117118,8801094603007,3,2018-05-10
219,8456614,8801056058227,4,2018-05-10
220,8456614,8809228158881,20,2019-09-11
221,8456614,8809382930224,17,2020-08-11
222,8456614,8801056024017,4,2018-09-21
223,92774806,8809397830007,12,2018-07-15
224,92774806,8801097178038,16,2020-09-21
225,92774806,8801097250369,8,2019-08-19
226,92774806,8801382137405,15,2019-04-18
227,17091169,8809409910123,16,2018-02-21
228,17091169,8801056001858,16,2018-04-10
229,17091169,8801097850019,1,2018-01-13
230,17091169,8809125060850,5,2019-05-21
231,17091169,8809068661152,4,2018-04-11
232,17091169,8809106188092,7,2020-06-14
233,17091169,8801056006259,4,2019-02-17
234,74324517,8801097130012,2,2019-01-10
235,66220305,8801056233013,1,2020-02-12
236,66220305,8801382131014,15,2020-08-18
237,66220305,8806002002894,6,2020-08-18
238,66220305,8809068661152,7,2018-07-10
239,66220305,8805915530633,10,2020-01-13
240,78632111,8809023009333,16,2020-05-14
241,78632111,8802673003300,11,2020-06-16
242,78632111,8801097178090,20,2019-02-21
243,78632111,8801094503901,16,2018-04-17
244,78632111,8801056924011,2,2018-03-20
245,78632111,8809173200345,10,2020-02-18
246,78632111,8806430012819,12,2019-09-19
247,78632111,8809050511090,18,2020-07-17
248,78632111,8809173200345,15,2019-01-18
249,78632111,8801056298012,13,2018-03-16
250,10784272,8801056005237,18,2018-04-16
251,10784272,8803284605464,1,2018-09-19
252,90308832,8806002004044,11,2019-06-19
253,90308832,8801382130820,5,2018-08-20
254,90308832,8801104500067,6,2020-07-15
255,90308832,8801056017583,5,2020-06-12
256,90308832,8809173200147,1,2019-07-10
257,90308832,8806002004044,12,2020-09-19
258,90308832,8809050511083,10,2018-02-13
259,90308832,8801382127567,17,2018-03-16
260,28283503,8801056022112,5,2019-09-16
261,28283503,8809040935110,10,2019-06-10
262,28283503,8807920310347,9,2018-09-19
263,28283503,8809382930200,13,2018-05-13
264,28283503,8801056054984,7,2018-09-12
265,28283503,8809382930224,18,2020-01-17
266,28283503,8802774001014,6,2020-02-16
267,28283503,8802673003232,3,2019-05-20
268,28283503,8809191574664,12,2019-06-15
269,54049848,8801097130036,14,2019-01-21
270,54049848,8801094223007,18,2020-06-18
271,54049848,8809125060836,18,2020-04-10
272,54049848,8801056051747,11,2020-03-20
273,54049848,8806002003030,19,2020-02-18
274,54049848,8801037037869,12,2020-08-14
275,54049848,8809382930217,15,2018-07-11
276,54049848,8809050511090,13,2020-04-20
277,54049848,8809125060232,13,2020-04-12
278,54049848,8809228158898,6,2018-08-13
279,61413722,8801052727837,5,2018-08-11
280,61413722,8801094502102,12,2019-05-15
281,61413722,8806001084542,14,2020-01-10
282,61413722,8801056389017,4,2020-05-19
283,61413722,8801382130659,19,2018-07-13
284,60221893,8801382127284,6,2019-03-16
285,60221893,8801043650199,6,2020-03-13
286,60221893,8809253640177,11,2020-06-18
287,60221893,8804342387872,16,2018-09-12
288,60221893,8806001084887,20,2020-02-21
289,60221893,8804342310108,1,2020-08-21
290,60221893,8809068661008,8,2019-02-11
291,60221893,8801056042219,3,2020-03-15
292,25877919,8801056064747,10,2020-09-18
293,25877919,8801097178014,3,2018-03-14
294,25877919,8809221607072,11,2019-06-14
295,25877919,8801056001858,19,2018-01-16
296,7123661,8809135308157,17,2018-06-15
297,7123661,8809397830014,6,2019-04-15
298,7123661,8809023009340,18,2018-03-20
299,7123661,8801104500067,18,2018-07-15
300,7123661,8801056038649,13,2020-09-11
301,71623527,8801056224158,18,2020-02-21
302,40369400,8809080300039,20,2019-02-19
303,47626502,8801094602208,10,2018-06-20
304,17398077,8809023009340,4,2019-03-12
305,17398077,8809057795523,13,2020-01-20
306,17398077,8806002010977,17,2020-06-12
307,17398077,8809382930217,18,2019-09-20
308,17398077,8801097130012,6,2018-05-16
309,17398077,8801056714017,19,2020-04-19
310,50183188,8801056038649,12,2019-01-15
311,50183188,8809057795523,2,2020-08-18
312,50183188,8805915530633,7,2019-05-15
313,50183188,8801382130826,18,2019-02-10
314,50183188,8801056042226,6,2020-02-20
315,50183188,8801056017644,10,2020-01-19
316,46253888,8806020311919,9,2020-07-12
317,46253888,8806002004044,12,2020-04-16
318,53985945,8801094232702,19,2018-04-16
319,53985945,8801043650700,19,2019-04-19
320,53985945,8801746672443,19,2019-07-20
321,53985945,8809106188092,18,2020-02-10
322,53985945,8809191574695,7,2018-06-10
323,53985945,8809323750065,20,2018-06-16
324,53985945,8801094223007,2,2018-01-21
325,53985945,8801097250383,2,2018-05-10
326,53985945,8801056154011,6,2018-02-19
327,30231826,8809382930200,7,2019-03-16
328,30231826,8801056154011,17,2018-05-12
329,30231826,8809057795509,13,2019-04-16
330,30231826,8801056017583,13,2020-08-11
331,30231826,8801056033057,19,2019-03-11
332,30231826,8809191574640,5,2020-05-19
333,30231826,8801056018160,17,2019-06-20
334,30231826,8809382930255,2,2020-09-11
335,30231826,8801056714017,10,2018-07-12
336,73336485,8801382127284,10,2018-05-12
337,73336485,8801056024017,9,2020-04-20
338,73336485,8809323750010,5,2018-06-16
339,73336485,8801056224011,12,2019-07-10
340,73336485,8809040935110,11,2020-05-13
341,73336485,8801097150010,3,2020-02-19
342,73336485,8801097231016,12,2020-06-14
343,92805865,8801104290357,17,2020-02-11
344,92805865,8804342398984,18,2020-04-12
345,92805865,8806003011362,1,2018-04-20
346,92805865,8809003432304,10,2018-04-19
347,92805865,8809382930255,18,2019-04-21
348,59712597,8801097130012,11,2019-08-12
349,59712597,8801097130036,17,2018-04-21
350,98020339,8806002010465,12,2019-05-19
351,98020339,8801382134848,6,2019-01-16
352,98020339,8806002010571,4,2019-01-15
353,17316470,8809023009340,6,2018-05-18
354,17316470,8809409910154,2,2020-08-17
355,17316470,8801382138686,18,2018-09-18
356,17316470,8802673003201,17,2019-01-19
357,17316470,8809173200130,3,2018-05-12
358,17316470,8801056233013,1,2019-03-11
359,17316470,8805915531012,18,2020-01-17
360,17316470,8809397830007,11,2018-09-15
361,17316470,8801094503031,5,2019-02-16
362,17316470,8801056065829,7,2020-06-20
363,68081660,8801094223038,7,2018-08-14
364,6922174,8806001083767,14,2018-03-18
365,6922174,8802673003300,14,2018-09-14
366,6922174,8801094503000,14,2019-09-10
367,6922174,8809382930200,13,2019-06-21
368,6922174,8806001083798,7,2019-05-16
369,63448786,8809050511083,9,2018-04-17
370,63448786,8801094482602,15,2018-03-10
371,63448786,8809423870007,8,2018-06-20
372,63448786,880105603886,6,2018-03-10
373,63448786,8809423870014,17,2018-04-18
374,63448786,8809040935110,7,2018-07-20
375,22172975,8801056005237,19,2018-09-20
376,22172975,8801097187016,11,2018-09-17
377,22172975,8801056017606,11,2019-05-21
378,22172975,8801056058227,14,2020-01-16
379,22172975,8806001083767,8,2018-06-13
380,22172975,8809423870007,3,2019-09-12
381,22172975,8809135308157,3,2020-02-19
382,25755537,8804342398984,11,2019-06-18
383,25755537,8801056003364,18,2020-04-19
384,25755537,8801382130840,6,2018-06-12
385,25755537,8809423870014,11,2018-05-15
386,25755537,8806002004044,9,2020-08-18
387,15674718,8801043650700,5,2019-07-17
388,15674718,8801056001858,4,2019-03-21
389,15674718,8801056065829,11,2020-02-11
390,15674718,8801056002541,7,2020-06-12
391,15674718,8809023009340,12,2019-06-16
392,15674718,8801056018160,5,2020-08-17
393,15674718,8801056002541,13,2019-04-13
394,15674718,8801056006259,11,2018-02-17
395,71198282,8809397830021,18,2018-09-18
396,71198282,8801056389123,11,2019-02-20
397,20163067,8809409910123,12,2018-04-13
398,20163067,8806001083767,10,2018-08-20
399,20163067,8809082727520,5,2018-09-10
400,20163067,8803284605464,9,2018-06-18
401,20163067,8801056024017,7,2020-02-11
402,20163067,8801056154066,18,2020-02-19
403,20163067,8801056064761,12,2020-07-12
404,20163067,8801382139072,12,2020-02-20
405,20163067,8801382128694,8,2020-09-11
406,20163067,8801056006297,19,2019-04-15
407,37419559,8806002010441,5,2020-01-12
408,88991264,8809125060232,15,2020-06-21
409,88991264,8802774001014,8,2019-06-13
410,88991264,8806001083798,6,2020-06-17
411,3183670,8801094223038,20,2018-02-14
412,3183670,8801094503031,20,2018-02-11
413,3183670,8801056487010,5,2018-01-19
414,3183670,8802673003249,3,2020-06-16
415,3183670,8806001083767,15,2019-03-12
416,3183670,8809380760175,8,2018-04-11
417,3183670,8806002002894,8,2020-01-10
418,3183670,8803284607659,6,2019-08-11
419,3183670,8803284605464,13,2018-09-10
420,3183670,8809082727513,18,2020-07-17
421,83034701,8802774003445,8,2020-07-21
422,83034701,8801043650700,17,2020-07-21
423,83034701,8801104500067,14,2020-02-10
424,22675858,8809050511144,2,2018-06-13
425,22675858,8809191574695,10,2019-07-13
426,22675858,8801056065805,4,2018-04-17
427,22675858,8801094503000,2,2019-03-19
428,22675858,8809050511038,10,2019-09-21
429,22675858,8806001083798,18,2020-05-16
430,34721476,8806001083026,3,2018-09-18
431,34721476,8809228158898,12,2019-06-21
432,34721476,8805915530633,1,2018-06-15
433,34721476,8801382135418,15,2020-01-17
434,34721476,8801382128038,10,2020-06-12
435,34721476,8809221607072,13,2020-04-14
436,34721476,8809423620046,17,2019-03-13
437,34721476,88004334,4,2018-03-11
438,34721476,8802673003232,17,2019-06-18
439,34721476,8801056017583,11,2019-09-10
440,73869187,8801097250279,19,2020-09-10
441,73869187,8809082727513,18,2019-05-15
442,73869187,8806002003023,15,2018-06-17
443,73869187,8806002010977,2,2018-08-15
444,73869187,8801382134824,4,2019-03-21
445,73869187,8801094503505,2,2018-04-11
446,38341385,880105603886,7,2018-08-20
447,38341385,8801094603007,6,2019-06-12
448,38341385,8801382130820,1,2018-08-19
449,38341385,8801056064747,5,2020-07-12
450,38341385,8809003432328,6,2020-08-10
451,38341385,8801043900027,13,2020-05-11
452,38341385,8805915531036,5,2020-08-13
453,38341385,8802673003362,2,2019-02-12
454,35612204,8809082727520,11,2018-06-19
455,35612204,8801056688011,6,2020-09-19
456,39297172,8809228150014,13,2019-06-13
457,4365470,8801097178038,12,2018-02-14
458,4365470,8809382930248,6,2018-03-12
459,4365470,8806002010670,11,2019-05-15
460,4365470,8801097178014,14,2020-03-15
461,15991408,8801056487010,6,2020-03-16
462,15991408,8809397830014,17,2018-01-17
463,15991408,8801094502102,6,2018-08-18
464,15991408,8801056065829,16,2019-08-13
465,15991408,8801382130840,1,2018-08-21
466,15991408,8801056006297,19,2018-09-16
467,15991408,8802673003300,14,2018-06-10
468,15991408,8801097178090,18,2019-07-13
469,15991408,8806002010571,19,2019-07-12
470,15991408,8809423620046,12,2018-05-13
471,55284682,8801056164011,7,2018-01-17
472,3581519,8809110700044,8,2020-03-20
473,3581519,8801056042196,18,2019-08-14
474,3581519,8806002010670,16,2020-01-18
475,3581519,8801382138686,18,2019-04-20
476,3581519,8806001083026,15,2018-07-17
477,94276245,8801056042219,6,2019-01-15
478,94276245,8806002010465,13,2020-07-17
479,94276245,8806001084887,8,2018-01-12
480,94276245,8804074100350,5,2020-05-13
481,94276245,8809409910123,11,2018-09-18
482,94276245,8809110700051,14,2020-01-14
483,94276245,8801382134848,6,2020-01-14
484,94276245,8806001085020,20,2020-09-12
485,36737864,880105603886,19,2018-03-16
486,36737864,8809191574640,3,2018-01-17
487,36737864,8809068661176,10,2019-01-12
488,36737864,8804342387872,7,2019-09-15
489,36737864,88004334,19,2019-09-15
490,36737864,8809082727537,3,2020-05-21
491,36737864,8801097850019,6,2018-01-19
492,36737864,8801097250079,18,2019-03-20
493,36737864,8809125060232,20,2019-02-12
494,25535199,8801097231016,6,2020-07-16
495,25535199,8801056030649,19,2020-06-15
496,25535199,8801382130383,1,2019-05-20
497,25535199,8801037037869,2,2018-09-20
498,25535199,8809382930217,18,2018-04-16
499,25535199,8809191574671,5,2020-03-12
500,10367880,8802673003218,6,2020-02-16
501,10367880,8809191574695,1,2019-09-17
502,10367880,8801037018646,19,2020-01-21
503,10367880,8801097178090,14,2020-04-11
504,10367880,8802774003445,14,2020-08-16
505,10367880,8809409910123,16,2019-05-20
506,10367880,8809057795509,4,2020-04-17
507,10367880,8801056015107,10,2020-07-12
508,10367880,8801056389017,8,2018-07-16
509,11862426,8809423870007,17,2020-01-11
510,11862426,8801056033026,8,2020-08-13
511,11862426,8801056001285,14,2018-02-16
512,867105,8801056051747,17,2020-05-10
513,867105,8801753100892,15,2018-06-21
514,867105,8801097278035,15,2020-01-13
515,867105,8801382134749,13,2020-06-19
516,867105,8801094232702,1,2019-02-13
517,867105,8801056003364,18,2020-04-11
518,867105,8801056021062,15,2019-04-13
519,867105,8801094223038,3,2019-09-10
520,867105,8804342387872,13,2018-08-13
521,57041672,8801056005237,4,2020-09-15
522,57041672,8809191574688,1,2018-01-14
523,57041672,8801056389017,2,2019-01-17
524,57041672,8803284607659,12,2020-05-13
525,57041672,8802673003256,6,2020-02-16
526,57041672,8809397830021,8,2018-08-20
527,57041672,8801056064761,14,2018-05-17
528,57041672,8802673003225,4,2020-07-18
529,57041672,8801382132455,12,2018-09-10
530,26831191,8809068661008,16,2018-04-12
531,26831191,8809027331713,13,2018-09-21
532,26831191,8801056389017,3,2020-01-10
533,26831191,8801037037869,3,2018-04-17
534,26831191,8809423620008,11,2019-07-21
535,26831191,8802774001014,12,2020-02-16
536,26831191,8801056688127,10,2020-09-11
537,26831191,8801056924011,14,2018-09-14
538,26831191,8805915531036,20,2020-01-18
539,54682689,8804074100350,10,2019-06-18
540,54682689,8801056030649,7,2018-03-11
541,54682689,8801056688127,9,2019-03-16
542,54682689,8801056065829,16,2019-06-15
543,54682689,8809397830007,2,2018-07-16
544,54682689,8809068661169,1,2020-01-17
545,54682689,8801056034740,13,2019-02-21
546,54682689,8801056038649,8,2019-02-19
547,54682689,8802673003232,2,2020-06-14
548,54682689,8809023009340,7,2018-05-16
549,58341234,8809068661169,8,2018-04-16
550,58341234,8809027331713,2,2018-06-21
551,58341234,8809423870014,1,2019-02-15
552,58341234,8801043650762,4,2019-09-16
553,58341234,8801097250383,12,2018-06-12
554,58341234,8801097231016,1,2020-07-20
555,58341234,8801056013110,5,2019-07-15
556,58341234,88004334,1,2019-07-21
557,58341234,8806002010465,14,2020-09-14
558,58341234,8801382144830,13,2019-03-12
559,35291788,8809423870014,3,2019-04-16
560,35291788,8801056055189,1,2018-06-13
561,35291788,8801056064761,15,2020-05-20
562,35291788,8809221607072,1,2019-07-17
563,76876427,8801097130036,3,2020-09-12
564,76876427,8801382127574,12,2019-07-16
565,76876427,8809424480021,5,2018-05-13
566,39073346,8801094222703,6,2018-01-20
567,39073346,8801097278035,1,2019-02-14
568,39073346,8801056714017,14,2019-09-11
569,39073346,8809409910154,16,2020-02-15
570,39073346,8809191574688,7,2018-02-18
571,39073346,8806002003030,10,2018-05-10
572,39073346,8801037037869,14,2019-05-12
573,39073346,8809125060225,10,2019-06-12
574,75083041,8801056033057,5,2018-02-12
575,75083041,8801056389017,20,2020-09-14
576,75083041,8809080300060,1,2020-02-10
577,75083041,8809125060232,9,2020-01-19
578,75083041,8806001083767,7,2019-06-10
579,90145499,8801056032388,13,2020-06-13
580,90145499,8809125060836,18,2019-08-20
581,90145499,8801382137382,12,2020-07-13
582,20284241,8809191574671,15,2019-03-20
583,20284241,8801097178090,15,2020-05-19
584,20284241,8801097187016,4,2020-08-17
585,20284241,8801056798017,5,2018-08-21
586,20284241,8801056755010,9,2018-07-14
587,20284241,8801094473006,4,2019-06-11
588,20284241,8801097178038,9,2019-09-20
589,20284241,8809125064124,3,2020-02-18
590,87949216,8802673003256,20,2020-02-16
591,87949216,8809382930200,7,2018-08-17
592,87949216,8801056005237,2,2018-08-18
593,87949216,8801094222406,8,2019-05-18
594,87949216,8806002003023,18,2020-09-18
595,87949216,8801056042226,5,2018-03-10
596,87949216,8802673003232,9,2019-01-16
597,87949216,8801094232702,6,2019-07-16
598,87949216,8801097250376,13,2019-04-21
599,87949216,8806002003023,20,2018-04-14
600,86553736,8809125064124,9,2019-07-19
601,86553736,8806020311919,14,2020-07-20
602,86553736,8809135308157,13,2018-01-10
603,86553736,8806002010441,8,2019-08-18
604,96265550,8801094223007,17,2018-09-13
605,96265550,8801097187016,16,2019-05-20
606,96265550,8801094502102,14,2020-01-14
607,96265550,8801382130659,6,2018-04-18
608,96265550,8809125060232,17,2020-06-21
609,96265550,8806001083767,20,2020-07-13
610,96265550,8801094222406,5,2019-07-10
611,96265550,8803284607659,6,2019-08-15
612,36181642,8801382130659,5,2019-07-11
613,36181642,8801056054984,9,2020-04-19
614,36181642,8806020311919,6,2020-01-15
615,36181642,8809125060850,17,2018-09-20
616,36181642,8804342343434,2,2020-08-16
617,36181642,8801094473006,1,2018-01-15
618,36181642,8809027331492,7,2019-04-20
619,36181642,8805915531036,2,2020-07-20
620,3116721,8801056224011,11,2018-09-17
621,3116721,8804342387872,6,2019-01-15
622,3116721,8801056002541,11,2020-06-17
623,3116721,8801043650762,1,2019-07-15
624,3116721,8801056013110,12,2019-05-17
625,3116721,8801056065768,13,2020-07-11
626,96709823,8805915531036,20,2018-01-14
627,60140163,8806020310530,1,2020-08-20
628,60140163,8801056001858,11,2018-08-11
629,60140163,8802673003317,7,2020-04-10
630,60140163,8809027331744,18,2020-08-15
631,60140163,8801056924011,18,2018-06-17
632,60140163,8801382130383,13,2020-09-11
633,60140163,8809125060225,12,2020-03-16
634,60140163,8801094232702,17,2020-08-21
635,77231374,8801097178038,2,2020-01-15
636,77231374,8809191574695,20,2020-02-21
637,77231374,8801094602406,20,2020-04-19
638,77231374,8805915531036,8,2018-09-17
639,77231374,8801097250376,5,2020-05-20
640,77231374,8801382137382,17,2019-01-10
641,77231374,8806003011522,5,2018-05-13
642,77231374,8801056009731,4,2018-05-15
643,77231374,8801056389017,3,2020-02-20
644,67669363,8809397830014,13,2018-08-15
645,67669363,8806003011522,11,2020-06-21
646,67669363,8805915531012,2,2018-05-21
647,67669363,8801056030649,15,2019-04-11
648,67669363,8802774006927,14,2020-01-20
649,67669363,8801056787127,13,2018-09-20
650,67669363,8801382135418,1,2019-03-12
651,67669363,8809253640177,12,2018-01-13
652,67669363,8809023009333,8,2019-08-13
653,83637462,8801056038649,20,2020-07-15
654,83637462,8809173200345,20,2020-02-13
655,83637462,8804342398984,19,2018-01-14
656,83637462,8801056015107,11,2018-03-10
657,83637462,8801056201012,16,2020-06-20
658,83637462,8801056024062,7,2018-09-14
659,83637462,8809423620015,8,2018-09-20
660,40294908,8804342398984,13,2019-01-14
661,40294908,8809423620039,11,2019-04-15
662,40294908,8809027332932,3,2019-03-13
663,40294908,8809106188092,8,2019-02-15
664,29190425,8801097187016,12,2020-03-20
