,고객이름,방문매장,최근방문날짜,방문횟수
97,29463381,98446589,2018-09-13,11
98,29463381,34157209,2020-09-02,19
99,48563880,18377790,2020-05-02,16
100,48563880,61657168,2019-08-12,3
101,58306650,22176965,2018-02-03,11
102,58306650,1435584,2019-09-09,11
103,58306650,89034567,2019-07-20,7
104,58306650,59830938,2018-08-15,12
105,58306650,56140451,2019-08-19,6
106,58306650,76430125,2020-03-18,5
107,58306650,9723056,2019-09-12,11
108,58306650,49616996,2020-01-03,16
109,58306650,14372105,2020-01-08,12
110,91255161,38968808,2018-07-08,20
111,91255161,34792150,2018-01-16,12
112,91255161,56856462,2019-06-15,9
113,91255161,42985112,2018-04-01,11
114,91255161,7770833,2019-05-17,19
115,91255161,49416586,2019-03-08,9
116,91255161,99699361,2019-02-15,7
117,91255161,60170980,2019-06-09,17
118,91255161,47033144,2019-08-07,4
119,27984104,38968808,2019-01-15,4
120,27984104,1477966,2018-04-04,9
121,27984104,49416586,2020-09-21,13
122,27984104,33463785,2018-06-13,6
123,27984104,38968808,2019-09-12,11
124,27984104,84166398,2020-08-11,1
125,27984104,96820813,2019-05-08,16
126,27984104,74883731,2019-09-06,15
127,27984104,56140451,2020-04-11,10
128,27984104,44858354,2019-06-13,8
129,27984104,61657168,2018-07-16,11
130,27984104,57745285,2020-09-08,15
131,27984104,61657168,2018-02-11,13
132,27984104,27206775,2018-04-15,19
133,91251017,84457962,2019-05-03,13
134,91251017,1435584,2020-05-04,19
135,91251017,37194251,2018-01-03,8
136,91251017,65410918,2019-02-17,2
137,91251017,98473237,2019-08-17,1
138,91251017,14372105,2018-02-04,12
139,91251017,1477966,2018-02-15,2
140,91251017,37194251,2018-04-18,5
141,91251017,36237228,2019-06-07,19
142,91251017,49416586,2019-09-13,10
143,91251017,46239733,2019-01-21,17
144,91251017,92047329,2020-05-13,9
145,91251017,47033144,2018-09-14,1
146,91251017,7770833,2020-04-05,6
147,91251017,66679999,2018-01-21,12
148,37299926,1477966,2020-06-05,15
149,37299926,96820813,2018-07-12,12
150,37299926,46239733,2020-08-08,7
151,37299926,96820813,2018-01-05,11
152,37299926,98473237,2018-05-05,16
153,37299926,47033144,2020-04-18,10
154,37299926,58832889,2019-03-02,9
155,37299926,42985112,2019-09-18,19
156,37299926,64577473,2018-08-03,3
157,37299926,27206775,2020-04-09,11
158,37299926,1477966,2018-02-05,16
159,37299926,36237228,2020-06-08,16
160,37299926,37194251,2019-04-09,13
161,28530724,96820813,2019-03-19,15
162,28530724,84166398,2019-03-16,20
163,82167210,49416586,2020-01-02,1
164,82167210,98473237,2020-06-07,2
165,82167210,14372105,2020-07-03,10
166,82167210,21795031,2018-01-15,18
167,82167210,76430125,2020-01-04,19
168,82167210,65410918,2020-05-18,14
169,82167210,67418250,2018-01-07,11
170,82167210,52970367,2018-08-03,1
171,82167210,78189817,2020-07-03,9
172,82167210,67418250,2020-09-20,19
173,82167210,58832889,2018-09-17,15
174,61153253,89034567,2020-06-02,14
175,61153253,92047329,2020-03-11,11
176,61153253,99388073,2019-06-21,16
177,61153253,64577473,2018-01-13,3
178,61153253,47033144,2019-08-07,7
179,61153253,18377790,2018-08-06,3
180,61153253,36237228,2018-08-16,12
181,61153253,56856462,2019-04-07,20
182,61153253,97713365,2018-05-09,4
183,61153253,34792150,2018-07-08,16
184,61153253,96820813,2019-01-06,2
185,61153253,89034567,2020-01-07,11
186,61153253,21795031,2020-05-13,13
187,61153253,99699361,2020-09-07,10
188,34944721,46239733,2020-05-15,10
189,34944721,44858354,2018-06-15,10
190,34944721,84457962,2019-01-06,6
191,34944721,74883731,2018-02-18,9
192,34944721,58832889,2019-01-05,8
193,34944721,56140451,2019-01-05,1
194,34944721,49416586,2018-05-08,12
195,91609513,37194251,2019-05-02,11
196,91609513,58832889,2018-04-10,8
197,91609513,99699361,2020-05-16,5
198,91609513,56856462,2019-07-10,8
199,91609513,34157209,2019-02-17,14
200,91609513,60170980,2019-05-09,10
201,91609513,28606144,2018-08-13,20
202,91609513,92047329,2018-07-05,8
203,91609513,96820813,2018-01-07,7
204,91609513,49416586,2019-04-20,1
205,91609513,1435584,2018-07-14,13
206,91609513,78189817,2020-05-07,11
207,91609513,64577473,2019-03-16,15
208,91609513,46239733,2018-03-13,19
209,91609513,57745285,2020-07-21,12
210,79620548,74883731,2020-02-11,11
211,79620548,97713365,2019-07-12,15
212,79620548,92047329,2019-09-14,5
213,79620548,66679999,2019-07-04,7
214,79620548,64577473,2019-05-02,1
215,79620548,18377790,2019-06-08,18
216,79620548,66679999,2018-02-04,13
217,79620548,84457962,2019-07-12,9
218,79620548,1435584,2019-05-17,14
219,79620548,57745285,2019-06-15,2
220,79620548,28606144,2020-08-21,14
221,79620548,1477966,2020-05-12,10
222,79620548,60170980,2020-09-06,20
223,79620548,84166398,2019-05-02,13
224,79620548,67418250,2020-01-10,17
225,3992579,36237228,2019-06-05,20
226,3992579,14372105,2018-02-04,9
227,3992579,1477966,2018-09-05,4
228,3992579,34792150,2020-03-06,11
229,3992579,60170980,2019-06-02,13
230,3992579,59830938,2018-09-07,8
231,3992579,57745285,2020-06-09,5
232,3992579,27206775,2018-08-08,15
233,3992579,64577473,2020-02-13,19
234,3992579,7770833,2019-09-14,5
235,3992579,28606144,2019-05-17,5
236,3992579,14729155,2019-08-11,20
237,3992579,92047329,2019-02-01,20
238,13997539,54178025,2018-07-07,15
239,13997539,76430125,2019-08-13,7
240,13997539,60170980,2019-01-06,13
241,13997539,33463785,2020-06-09,16
242,13997539,97713365,2019-09-08,18
243,13997539,78189817,2019-04-17,9
244,13997539,46239733,2018-04-18,15
245,13997539,64577473,2020-03-04,8
246,13997539,7770833,2020-08-21,5
247,13997539,67418250,2019-06-05,17
248,13997539,56140451,2020-05-09,15
249,13997539,33463785,2019-05-15,18
250,13997539,14729155,2020-06-19,15
251,25092720,61657168,2020-04-05,5
252,25092720,22176965,2018-03-04,7
253,25092720,76430125,2020-07-10,18
254,25092720,27206775,2018-07-05,10
255,25092720,98473237,2018-07-08,8
256,25092720,18377790,2018-01-20,20
257,25092720,14729155,2020-04-04,11
258,25092720,33463785,2018-06-01,12
259,25092720,7770833,2019-04-06,9
260,25092720,99699361,2019-03-09,15
261,25092720,60170980,2019-03-08,16
262,25092720,65410918,2018-04-11,11
263,25092720,28606144,2020-05-07,5
264,25092720,18377790,2020-05-18,6
265,31366719,76430125,2019-06-02,15
266,31366719,97713365,2020-02-14,10
267,31366719,36237228,2019-09-12,10
268,31366719,78189817,2019-06-19,15
269,31366719,98446589,2019-01-17,13
270,31366719,37194251,2019-06-07,5
271,31366719,49616996,2019-06-06,13
272,31366719,49616996,2018-04-01,1
273,31366719,21795031,2019-06-02,3
274,31366719,49616996,2020-09-07,19
275,35304095,78189817,2018-06-10,9
276,35304095,98473237,2020-08-20,13
277,35304095,44858354,2019-09-19,11
278,35304095,46239733,2019-05-07,6
279,65873764,52970367,2019-03-17,6
280,65873764,78189817,2019-07-21,8
281,65873764,21795031,2018-06-15,2
282,65873764,66679999,2019-07-09,2
283,65873764,96820813,2019-09-09,5
284,65873764,37194251,2018-09-08,20
285,93653888,54178025,2020-03-03,12
286,93653888,47033144,2019-07-06,9
287,93653888,74883731,2019-09-03,16
288,93653888,92047329,2019-07-11,19
289,93653888,74883731,2020-07-11,9
290,85884633,49416586,2019-03-06,11
291,85884633,14372105,2018-08-08,14
292,85884633,14372105,2018-02-10,1
293,85884633,99699361,2019-04-03,4
294,85884633,18377790,2018-03-08,19
295,85884633,27206775,2018-09-13,1
296,85884633,76430125,2018-03-19,1
297,85884633,92047329,2019-01-13,12
298,85884633,18377790,2020-07-08,13
299,85884633,56140451,2020-09-02,19
300,85884633,1435584,2020-01-13,8
301,46377754,27206775,2018-03-17,2
302,46377754,98473237,2020-04-15,9
303,46377754,27206775,2020-09-12,4
304,46377754,56140451,2020-08-11,4
305,46377754,61657168,2018-07-06,6
306,46377754,34792150,2020-04-20,6
307,46377754,64577473,2019-07-07,20
308,46377754,49616996,2019-04-08,3
309,46377754,52970367,2019-03-21,1
310,68672582,64577473,2018-09-17,4
311,68672582,99208683,2020-08-04,1
312,68672582,99699361,2020-02-11,14
313,68672582,66679999,2018-05-04,8
314,36336095,14372105,2018-04-20,19
315,36336095,42985112,2019-02-19,11
316,36336095,84457962,2018-01-08,2
317,36336095,99208683,2018-04-05,19
318,36336095,99208683,2018-01-17,19
319,36336095,47033144,2019-05-13,17
320,36336095,33463785,2020-07-10,5
321,36336095,58832889,2018-04-07,20
322,36336095,33463785,2020-07-07,4
323,36336095,21795031,2020-02-12,1
324,36336095,61657168,2019-02-18,12
325,97316717,1477966,2018-03-16,2
326,97316717,28606144,2020-09-13,8
327,97316717,14729155,2019-07-11,15
328,97316717,64577473,2019-06-10,11
329,97316717,1477966,2018-07-17,11
330,97316717,37194251,2018-04-12,1
331,97316717,66679999,2019-03-08,14
332,97316717,99699361,2020-05-09,18
333,97316717,59830938,2019-08-17,15
334,97316717,54178025,2018-02-02,2
335,46275105,49416586,2019-07-17,2
336,46275105,89034567,2018-04-02,19
337,46275105,84166398,2019-07-14,3
338,46275105,7770833,2019-01-19,20
339,46275105,84166398,2019-03-15,14
340,46275105,33463785,2019-09-02,6
341,14540265,84166398,2020-05-21,11
342,14540265,64577473,2020-01-18,3
343,14540265,22176965,2020-08-03,16
344,14540265,47033144,2018-05-02,17
345,14540265,37194251,2020-08-11,19
346,14540265,42985112,2018-07-14,6
347,14540265,61657168,2018-03-20,18
348,14540265,37194251,2020-09-20,8
349,14540265,57745285,2019-05-13,5
350,14540265,65410918,2020-09-16,14
351,67231965,96820813,2019-03-09,20
352,67231965,14729155,2020-05-21,4
353,67231965,64577473,2020-09-21,14
354,86718970,1435584,2018-02-19,19
355,86718970,98473237,2018-02-17,10
356,20458175,98446589,2020-08-02,1
357,20458175,99208683,2018-07-21,2
358,20458175,98473237,2018-03-09,6
359,20458175,7770833,2019-03-10,15
360,20458175,47033144,2019-07-07,15
361,20458175,64577473,2019-07-16,12
362,20458175,14729155,2019-03-01,10
363,20458175,98473237,2018-07-20,14
364,20458175,54178025,2020-08-13,15
365,20458175,54178025,2018-08-06,4
366,20458175,52970367,2019-02-01,20
367,20458175,47033144,2019-05-02,9
368,20458175,7770833,2020-08-18,15
369,20458175,74883731,2018-04-14,11
370,9952604,99208683,2019-08-15,5
371,9952604,65410918,2018-03-10,1
372,89028120,21795031,2020-06-11,1
373,89028120,42985112,2020-05-12,5
374,89028120,76430125,2019-02-13,14
375,89028120,84457962,2018-01-02,2
376,89028120,98473237,2020-09-18,7
377,89028120,57745285,2020-08-11,5
378,89028120,38968808,2018-07-06,20
379,96413508,52970367,2018-02-09,19
380,96413508,36237228,2018-02-09,17
381,96413508,36237228,2020-08-01,8
382,96413508,1477966,2019-09-09,19
383,96413508,76430125,2020-05-16,18
384,96413508,92047329,2018-01-05,18
385,96413508,60170980,2019-08-17,8
386,96413508,34792150,2018-06-14,5
387,70765999,89034567,2018-07-21,16
388,70765999,28606144,2018-06-17,5
389,70765999,99388073,2020-03-02,12
390,70765999,21795031,2019-05-10,3
391,70765999,92047329,2019-03-09,3
392,63240502,66679999,2020-04-11,7
393,63240502,99388073,2020-09-16,4
394,63240502,64577473,2019-06-15,4
395,63240502,22176965,2019-05-08,7
396,63240502,37194251,2019-04-09,12
397,63240502,56856462,2019-04-02,11
398,63240502,99388073,2020-06-06,2
399,63240502,84457962,2019-09-06,5
400,63240502,36237228,2018-07-15,11
401,63240502,14729155,2018-03-21,13
402,63240502,97713365,2018-06-13,15
403,63240502,1477966,2019-05-19,4
404,63240502,84166398,2020-05-07,8
405,37726,34792150,2019-04-20,2
406,37726,66679999,2019-02-05,13
407,37726,27206775,2020-07-14,11
408,37726,52970367,2018-02-15,2
409,37726,96820813,2018-07-01,17
410,37726,96820813,2018-07-10,9
411,37726,49616996,2019-01-11,16
412,37726,84457962,2019-02-20,19
413,4170661,44858354,2020-04-16,3
414,4170661,38968808,2020-09-10,4
415,4170661,27206775,2019-09-08,3
416,4170661,36237228,2018-05-07,3
417,4170661,46239733,2018-01-01,20
418,4170661,97713365,2019-02-19,13
419,59107196,37194251,2020-08-03,6
420,59107196,99208683,2019-01-17,14
421,59107196,56140451,2018-06-16,12
422,59107196,18377790,2018-08-07,5
423,59107196,46239733,2019-08-02,12
424,59107196,7770833,2018-05-03,11
425,59107196,61657168,2019-08-07,10
426,59107196,1435584,2019-09-10,10
427,59107196,22176965,2019-08-14,20
428,59107196,99388073,2020-02-02,16
429,59107196,64577473,2019-01-07,7
430,59107196,7770833,2018-03-12,5
431,59107196,64577473,2019-03-12,10
432,59107196,57745285,2020-09-06,9
433,77188696,61657168,2019-02-04,7
434,25974979,76430125,2019-01-20,7
435,25974979,28606144,2019-05-15,18
436,25974979,34792150,2019-04-02,7
437,25974979,34792150,2019-09-02,12
438,65532453,9723056,2020-01-08,20
439,65532453,49616996,2020-03-14,19
440,65532453,65410918,2018-01-01,5
441,65532453,54178025,2020-05-15,11
442,65532453,28606144,2020-08-04,14
443,65532453,98446589,2018-04-08,3
444,65532453,92047329,2018-04-18,9
445,67662868,59830938,2019-07-04,20
446,67662868,60170980,2020-03-07,20
447,67662868,18377790,2019-07-10,8
448,67662868,1435584,2020-08-15,5
449,67662868,84166398,2018-02-11,4
450,67662868,99208683,2018-01-11,16
451,8064833,28606144,2019-04-16,1
452,8064833,1477966,2019-05-04,1
453,8064833,98473237,2018-08-15,4
454,8064833,18377790,2020-04-06,18
455,65199737,61657168,2020-06-15,6
456,65199737,22176965,2019-07-14,16
457,65199737,84166398,2019-04-04,5
458,65199737,38968808,2019-01-20,19
459,65199737,97713365,2018-02-16,7
460,65199737,84457962,2018-07-17,9
461,65199737,14729155,2018-02-11,13
462,65199737,27206775,2018-02-07,20
463,65199737,99388073,2018-04-13,4
464,65199737,33463785,2019-02-03,17
465,65199737,37194251,2020-01-19,5
466,65199737,98446589,2018-07-19,17
467,65199737,34792150,2018-05-03,9
468,41942785,44858354,2020-07-03,16
469,41942785,49616996,2019-08-01,6
470,41942785,97713365,2018-01-01,16
471,41942785,22176965,2020-01-07,19
472,41942785,44858354,2020-05-13,7
473,41942785,67418250,2020-06-18,3
474,85925769,65410918,2019-02-21,2
475,85925769,56856462,2018-03-04,3
476,85925769,89034567,2019-03-20,4
477,85925769,22176965,2018-06-15,4
478,85925769,9723056,2019-08-10,7
479,85925769,56856462,2018-03-08,5
480,85925769,1477966,2020-04-17,13
481,85925769,99699361,2018-09-18,17
482,85925769,14372105,2019-06-17,20
483,85925769,54178025,2018-05-07,13
484,86889901,21795031,2018-07-15,14
485,86889901,28606144,2019-06-16,9
486,86889901,22176965,2018-05-04,13
487,86889901,52970367,2018-03-07,17
488,86889901,1435584,2019-04-04,15
489,86889901,34792150,2019-05-02,7
490,86889901,89034567,2020-08-06,3
491,86889901,47033144,2019-05-21,8
492,84327761,84166398,2019-07-19,1
493,84327761,74883731,2018-07-08,10
494,84327761,84166398,2018-02-05,9
495,84327761,38968808,2020-08-05,11
496,7572253,36237228,2019-03-08,18
497,7572253,67418250,2019-04-04,13
498,7572253,52970367,2018-07-21,2
499,7572253,59830938,2020-07-20,10
500,7572253,56856462,2019-08-17,13
501,75630901,34792150,2019-02-03,1
502,75630901,52970367,2018-03-02,14
503,75630901,49616996,2018-01-14,20
504,75630901,27206775,2018-08-15,20
505,75630901,54178025,2020-03-06,16
506,75630901,28606144,2018-03-11,16
507,75630901,46239733,2018-08-15,8
508,75630901,1477966,2019-07-08,14
509,75630901,42985112,2020-02-03,13
510,75630901,22176965,2018-03-03,1
511,90531651,89034567,2018-02-08,20
512,90531651,98473237,2019-09-09,12
513,90531651,92047329,2020-05-09,18
514,75377293,34792150,2018-09-20,18
515,75377293,61657168,2018-02-06,18
516,75377293,56140451,2018-05-01,17
517,75377293,56856462,2018-06-20,1
518,81821577,99388073,2019-09-07,9
519,81821577,14372105,2019-07-05,16
520,81821577,14729155,2020-07-11,7
521,81821577,64577473,2018-06-18,18
522,81821577,42985112,2019-02-17,11
523,73723916,9723056,2019-01-09,6
524,73723916,60170980,2019-03-06,12
525,73723916,18377790,2020-06-13,2
526,73723916,74883731,2020-06-15,20
527,73723916,1435584,2019-04-19,3
528,73723916,21795031,2020-06-21,4
529,28781069,7770833,2018-09-15,18
530,28781069,36237228,2019-02-05,5
531,28781069,84166398,2018-03-10,18
532,28781069,61657168,2019-03-20,13
533,28781069,56856462,2019-04-05,11
534,77049173,46239733,2018-01-18,7
535,77049173,18377790,2018-04-04,7
536,77049173,59830938,2020-08-21,1
537,77049173,98473237,2019-02-06,18
538,77049173,61657168,2019-02-06,13
539,77049173,78189817,2018-03-18,15
540,77049173,52970367,2019-09-20,6
541,77049173,42985112,2018-05-11,15
542,77049173,61657168,2019-02-10,14
543,77049173,96820813,2019-03-19,9
544,77049173,28606144,2018-08-17,16
545,19365470,52970367,2020-09-20,9
546,19365470,14729155,2020-01-09,19
547,19365470,28606144,2020-02-12,6
548,19365470,46239733,2019-02-21,14
549,19365470,64577473,2018-02-06,20
550,19365470,42985112,2018-06-11,17
551,19365470,14372105,2019-07-11,14
552,2050713,37194251,2020-05-15,4
553,2050713,37194251,2019-07-10,2
554,2050713,1477966,2019-05-09,17
555,44786447,36237228,2018-09-02,5
556,44786447,61657168,2018-08-16,19
557,18908809,98473237,2020-07-13,17
558,18908809,98473237,2020-02-04,3
559,18908809,56856462,2020-05-05,4
560,18908809,44858354,2019-04-11,20
561,18908809,14372105,2018-08-19,19
562,18908809,96820813,2019-02-20,19
563,18908809,74883731,2019-01-20,1
564,24958716,84166398,2019-04-09,2
565,24958716,59830938,2018-01-09,6
566,24958716,34157209,2018-03-12,17
567,24958716,33463785,2020-02-01,10
568,24958716,96820813,2019-09-15,7
569,24958716,56856462,2020-04-03,20
570,24958716,1435584,2020-05-16,15
571,62000657,44858354,2019-09-12,17
572,62000657,36237228,2019-03-05,5
573,62000657,65410918,2018-04-01,20
574,62000657,97713365,2019-06-16,11
575,62000657,99388073,2019-07-02,5
576,62000657,9723056,2018-04-20,16
577,62000657,59830938,2018-08-19,11
578,62000657,52970367,2020-09-19,1
579,62000657,49616996,2019-07-21,12
580,62000657,38968808,2020-06-13,3
581,56869991,27206775,2019-03-16,14
582,56869991,49416586,2018-09-09,6
583,56869991,1477966,2018-07-07,17
584,60762571,21795031,2019-05-05,20
585,60762571,44858354,2020-09-10,4
586,60762571,97713365,2018-01-19,6
587,60762571,1477966,2018-06-10,16
588,60762571,36237228,2020-03-06,20
589,60762571,89034567,2018-09-11,20
590,60762571,74883731,2018-03-03,7
591,60762571,14372105,2019-03-08,15
592,60762571,28606144,2019-01-13,16
593,60762571,1435584,2020-04-21,2
594,60762571,66679999,2019-05-16,10
595,60762571,56140451,2018-09-12,11
596,60762571,59830938,2018-09-16,7
597,42661611,96820813,2018-03-07,14
598,42661611,99208683,2019-02-19,6
599,42661611,1435584,2020-06-20,1
600,42661611,84166398,2020-06-12,15
601,42661611,1435584,2018-01-13,3
602,42661611,99699361,2019-01-16,15
603,30937060,99208683,2020-09-21,3
604,30937060,1477966,2018-07-16,14
605,30937060,36237228,2020-02-17,12
606,30937060,89034567,2019-02-19,8
607,30937060,97713365,2019-02-02,20
608,30937060,54178025,2018-07-08,13
609,30937060,98473237,2020-05-08,7
610,30937060,92047329,2020-07-19,16
611,29229934,76430125,2018-08-13,7
612,29229934,92047329,2019-09-15,17
613,29229934,34157209,2019-08-17,5
614,29229934,33463785,2020-05-06,20
615,29229934,60170980,2020-07-18,19
616,74405283,22176965,2019-04-19,14
617,74405283,56856462,2018-01-01,10
618,74405283,56140451,2018-05-14,15
619,74405283,58832889,2020-01-15,18
620,74405283,14372105,2018-09-01,9
621,74405283,46239733,2020-02-19,10
622,1253382,99388073,2020-06-12,6
623,1253382,21795031,2018-05-16,1
624,1253382,34157209,2020-05-19,4
625,1253382,56856462,2020-02-13,20
626,92792755,22176965,2020-05-16,7
627,92792755,56856462,2019-08-03,18
628,92792755,18377790,2019-05-21,13
629,92792755,1477966,2018-07-13,10
630,92792755,21795031,2019-01-14,10
631,92792755,84457962,2020-04-16,4
632,92792755,21795031,2019-09-16,7
633,92792755,54178025,2018-06-11,19
634,92792755,99388073,2020-09-11,4
635,92792755,99388073,2018-09-13,12
636,92792755,61657168,2020-09-17,5
637,92792755,34792150,2019-01-08,14
638,16084165,49416586,2019-01-02,11
639,16084165,9723056,2019-05-09,1
640,16084165,33463785,2019-07-18,2
641,16084165,36237228,2018-07-13,5
642,16084165,97713365,2018-01-18,10
643,19670444,34792150,2018-09-01,19
644,19670444,37194251,2019-02-13,10
645,19670444,57745285,2018-05-10,4
646,19670444,22176965,2018-07-07,7
647,9539662,37194251,2020-01-02,20
648,9539662,33463785,2019-06-07,1
649,9539662,22176965,2019-03-20,13
650,9539662,49616996,2019-04-16,7
651,9539662,61657168,2018-08-08,9
652,9539662,18377790,2018-01-17,9
653,9539662,49616996,2018-04-17,14
654,9539662,65410918,2020-08-01,20
655,77264899,47033144,2020-04-20,12
656,77264899,52970367,2020-07-14,12
657,77264899,9723056,2018-05-14,16
658,77264899,59830938,2019-03-21,18
659,77264899,37194251,2018-08-11,6
660,77264899,38968808,2018-08-05,20
661,77264899,60170980,2018-09-21,12
662,77264899,98446589,2018-04-12,12
663,77264899,47033144,2019-07-06,1
664,77264899,99699361,2020-05-20,13
665,51834828,99208683,2018-04-06,12
666,51834828,96820813,2019-06-19,10
667,51834828,89034567,2020-04-16,19
668,83674986,46239733,2019-09-02,20
669,83674986,47033144,2020-01-19,15
670,68423698,98473237,2018-04-15,19
671,68423698,58832889,2020-05-08,10
672,68423698,56140451,2018-04-12,2
673,68423698,99208683,2020-02-01,6
674,68423698,36237228,2018-02-13,11
675,68423698,56140451,2020-06-05,5
676,68423698,52970367,2018-02-01,17
677,68423698,34157209,2018-02-06,2
678,68423698,37194251,2020-08-08,1
679,68423698,14729155,2020-05-04,19
680,68423698,65410918,2020-08-17,17
681,13835742,54178025,2018-04-08,11
682,13835742,44858354,2020-03-18,7
683,13835742,37194251,2019-03-04,2
684,13835742,99699361,2019-09-08,3
685,13835742,47033144,2018-08-06,4
686,13835742,14372105,2018-05-10,10
687,13835742,21795031,2019-04-19,1
688,23194399,28606144,2019-03-08,2
689,23194399,98446589,2019-05-16,19
690,23194399,14729155,2020-02-21,20
691,23194399,34157209,2018-07-11,16
692,23194399,49416586,2020-08-21,14
693,23194399,18377790,2019-04-21,16
694,23194399,46239733,2020-03-04,6
695,23194399,14729155,2018-07-12,12
696,23194399,9723056,2020-01-05,3
697,82488059,76430125,2018-07-20,13
698,82488059,56856462,2020-07-03,13
699,82488059,49416586,2018-03-20,12
700,43685722,9723056,2020-05-10,7
701,43685722,42985112,2019-06-11,6
702,83608179,56140451,2018-07-15,5
703,83608179,89034567,2019-06-20,12
704,69229657,18377790,2019-06-10,6
705,69229657,49416586,2020-03-19,13
706,69229657,44858354,2020-07-15,20
707,69229657,98446589,2019-01-14,5
708,69229657,52970367,2020-03-02,10
709,69229657,98473237,2019-06-16,10
710,69229657,84166398,2018-08-16,2
711,69229657,44858354,2020-08-13,9
712,69229657,76430125,2020-05-17,6
713,22456709,14372105,2019-01-03,12
714,22456709,27206775,2018-06-02,18
715,22456709,84166398,2018-02-03,3
716,22456709,67418250,2019-09-04,18
717,22456709,56856462,2020-03-17,6
718,22456709,84457962,2018-03-05,1
719,22456709,9723056,2020-03-15,6
720,22456709,78189817,2020-01-01,15
721,22456709,46239733,2020-03-14,15
722,22456709,9723056,2018-08-04,5
723,22456709,74883731,2018-02-10,11
724,22456709,34792150,2019-01-19,11
725,41529344,36237228,2018-03-12,17
726,41529344,97713365,2018-04-03,5
727,41529344,84457962,2020-05-05,14
728,41529344,67418250,2019-09-03,16
729,41529344,46239733,2019-01-21,1
730,41529344,92047329,2018-02-13,18
731,41529344,98446589,2020-02-20,14
732,80816700,52970367,2019-03-11,18
733,80816700,84457962,2019-05-18,11
734,80816700,47033144,2019-05-11,17
