,고객이름,구매물건,구매갯수,최근방문날짜
79,27984104,8801097231016,3,2020-04-10
80,91251017,8809173200345,10,2018-02-11
81,91251017,8806001084887,15,2020-05-04
82,91251017,8801056005237,18,2018-09-20
83,91251017,8806001083750,14,2019-07-16
84,91251017,8802673003232,2,2018-01-08
85,91251017,8801382130820,7,2018-01-04
86,37299926,8801056798017,20,2019-04-13
87,37299926,8806001083026,7,2018-08-19
88,37299926,8804074600546,6,2019-06-11
89,37299926,8801056298012,10,2018-08-09
90,37299926,8809050511144,5,2018-05-14
91,37299926,8801056389123,17,2019-06-18
92,37299926,8801056298012,7,2018-04-14
93,37299926,8801043900027,9,2018-03-04
94,37299926,8804342398984,5,2019-02-02
95,37299926,8801097250413,16,2019-06-01
96,28530724,8801097231016,15,2020-05-05
97,28530724,8806003011362,19,2020-08-20
98,82167210,8809023009333,9,2020-02-20
99,82167210,8801382134824,2,2020-08-14
100,82167210,8801097130036,16,2019-08-15
101,82167210,8801056032388,7,2020-03-11
102,82167210,8801097187016,9,2018-04-18
103,82167210,8801094503505,20,2020-02-01
104,61153253,8802673003249,17,2020-09-06
105,61153253,8809397830014,9,2019-06-21
106,61153253,8809082723386,17,2019-07-07
107,61153253,8809323750010,20,2019-08-21
108,61153253,8801056038861,7,2020-06-11
109,61153253,8801104290357,2,2019-07-11
110,61153253,8801052727837,2,2020-04-17
111,61153253,8809382930217,20,2018-04-11
112,34944721,8809082727513,15,2018-06-10
113,34944721,8806002010670,5,2018-03-20
114,34944721,8801037037852,7,2019-02-01
115,34944721,8801056013110,8,2018-04-10
116,34944721,8801382132455,19,2018-04-08
117,34944721,8807920310347,1,2018-02-01
118,34944721,8809135308157,1,2020-02-21
119,34944721,8809332392768,3,2018-07-13
120,34944721,8801382127574,18,2018-01-06
121,91609513,8809382930255,6,2018-08-20
122,91609513,8804342387872,18,2020-02-20
123,91609513,8809397830014,17,2019-03-05
124,91609513,8801056054984,16,2018-03-07
125,91609513,8809423870014,17,2020-04-19
126,91609513,8801056055189,18,2019-07-11
127,91609513,8801056033057,12,2019-06-03
128,79620548,8809003432304,18,2020-03-19
129,79620548,8809040935110,20,2019-02-13
130,79620548,8801104290357,3,2020-07-13
131,79620548,8801382134824,16,2019-05-18
132,3992579,8809057795523,2,2020-09-03
133,3992579,8809027332932,14,2019-04-19
134,3992579,8809082727520,20,2020-07-01
135,3992579,8806003011522,10,2018-09-14
136,3992579,8809110700051,10,2018-03-07
137,3992579,8801382127567,18,2018-03-12
138,3992579,8801094502102,15,2019-01-08
139,3992579,8801094503000,17,2020-08-09
140,3992579,8801056065768,6,2020-09-12
141,13997539,8801043900027,8,2020-08-16
142,13997539,8801094223007,1,2020-01-20
143,25092720,8809382930231,18,2019-05-07
144,25092720,8803284607659,11,2018-03-03
145,25092720,8809068661077,3,2019-02-13
146,25092720,8802774006927,8,2019-06-04
147,25092720,8801056024062,2,2019-05-12
148,25092720,8801056389017,20,2018-04-16
149,25092720,8801056001858,16,2018-04-17
150,25092720,8806020311919,17,2019-06-02
151,25092720,8801382130840,3,2018-06-20
152,31366719,8809423620046,8,2018-03-11
153,31366719,8806002010977,13,2018-09-20
154,31366719,8802774003445,3,2019-02-03
155,31366719,8809191574688,9,2018-01-18
156,31366719,8801043900027,13,2020-06-20
157,31366719,8805915531036,12,2020-05-06
158,31366719,8809080300060,15,2020-02-03
159,31366719,8801097187016,16,2020-05-18
160,31366719,8809082723379,13,2020-06-14
161,35304095,8809173200345,14,2019-05-19
162,35304095,8801097187016,13,2019-02-04
163,35304095,8801056051747,20,2020-01-13
164,35304095,8804074600546,9,2018-09-07
165,35304095,8801094482602,17,2020-02-05
166,35304095,8802673003249,5,2018-03-02
167,35304095,8806020311919,14,2020-05-15
168,35304095,8809080300060,19,2019-05-12
169,35304095,8809068661008,16,2020-07-10
170,35304095,8802673003256,4,2019-05-14
171,65873764,8809045670115,20,2018-06-16
172,65873764,8801094502102,14,2019-06-07
173,65873764,8809068661008,3,2018-08-04
174,65873764,8801382134749,16,2018-06-03
175,65873764,8805915531036,14,2019-09-04
176,65873764,8809027331492,5,2020-09-01
177,65873764,8806430012819,17,2019-01-17
178,65873764,8806020311919,11,2020-06-11
179,93653888,8801056003364,9,2019-07-08
180,93653888,8802673003362,11,2018-06-02
181,93653888,8801094223007,19,2020-03-21
182,93653888,8801056798017,12,2018-09-11
183,93653888,8806020311353,2,2019-06-16
184,93653888,8803284605464,1,2018-05-15
185,93653888,8809057795509,12,2019-05-04
186,93653888,8806001083798,20,2019-05-12
187,93653888,8809027331706,13,2020-01-04
188,85884633,8801056487010,1,2018-04-10
189,85884633,880105603886,4,2020-06-06
190,85884633,8801056042196,18,2018-03-14
191,85884633,8803284605464,7,2018-05-03
192,85884633,8801037037869,2,2020-09-07
193,46377754,8802673003300,20,2020-02-15
194,68672582,8806020311919,5,2020-02-12
195,36336095,8801094603007,18,2019-04-02
196,97316717,8801094223007,9,2019-09-02
197,97316717,8801094503031,2,2020-03-18
198,97316717,8809253640177,2,2018-07-14
199,97316717,8801097150010,3,2018-09-16
200,46275105,8809027332932,7,2018-04-03
201,14540265,8801097618114,15,2019-01-05
202,14540265,8809082727537,4,2018-06-03
203,14540265,8802673003317,18,2020-01-06
204,14540265,8801094482602,7,2019-06-12
205,14540265,8805915531012,12,2020-04-11
206,14540265,8801097278035,11,2019-06-09
207,14540265,8809050511083,15,2018-06-21
208,14540265,8802673003201,20,2018-05-20
209,67231965,8801382130840,20,2020-09-20
210,67231965,8809045670115,9,2018-07-21
211,67231965,8809045670115,5,2019-06-12
212,67231965,8809423870014,11,2020-01-12
213,67231965,8809068661169,7,2018-07-15
214,67231965,8806430012802,14,2019-07-11
215,67231965,8806430012802,2,2019-09-04
216,86718970,8801746672443,15,2018-09-03
217,86718970,8801056798017,4,2018-03-20
218,86718970,8801043650199,12,2019-06-02
219,86718970,8809191574695,5,2019-05-20
220,86718970,8806002010465,5,2018-03-04
221,86718970,8809125060225,15,2018-09-10
222,20458175,8809382930255,12,2019-02-07
223,20458175,8809228150021,10,2018-09-03
224,20458175,8801052727851,18,2020-03-06
225,20458175,8801043650700,9,2019-05-16
226,20458175,8806002010571,18,2018-07-02
227,20458175,8809027331492,14,2020-07-01
228,20458175,8801056015107,11,2020-07-02
229,20458175,8801056006297,19,2019-02-15
230,9952604,8801056233013,8,2018-06-13
231,89028120,8803284607659,6,2019-07-12
232,89028120,8809323750010,7,2019-08-01
233,89028120,8809050511144,20,2020-08-14
234,96413508,8806020311353,9,2018-05-08
235,96413508,8801056006259,14,2020-07-14
236,70765999,8809023009333,6,2018-03-19
237,70765999,8801382127284,19,2019-03-09
238,70765999,8809082727537,10,2019-07-07
239,70765999,8801056389123,9,2019-07-02
240,70765999,8801097250376,5,2020-06-14
241,70765999,8809397830014,2,2019-09-06
242,70765999,8804342398984,6,2019-04-13
243,70765999,8806020311353,19,2018-05-21
244,70765999,8801056017644,4,2020-01-20
245,70765999,8806001084542,7,2019-03-09
246,63240502,8806430012819,20,2018-07-14
247,63240502,8801056022112,4,2019-08-12
248,63240502,8801052727851,13,2019-03-02
249,63240502,8801094602406,18,2020-03-08
250,63240502,8801382144823,15,2019-08-09
251,63240502,8801056233013,3,2020-09-04
252,63240502,8809027331317,5,2019-02-04
253,63240502,8801056064747,6,2019-02-01
254,63240502,8809027331706,6,2019-08-13
255,37726,8801056009731,13,2020-04-20
256,37726,8809173200130,19,2019-07-13
257,37726,8809110700051,10,2020-08-01
258,37726,8809382930248,8,2020-03-15
259,37726,8809068661169,12,2018-07-09
260,4170661,8801094482602,2,2020-03-09
261,4170661,8809023009340,14,2018-07-13
262,4170661,8801056032388,4,2020-05-13
263,4170661,8801382130840,13,2019-03-14
264,4170661,8801097250279,7,2018-05-13
265,59107196,8809409910154,6,2019-01-07
266,59107196,8809382930231,20,2019-01-04
267,59107196,8801043650199,9,2018-03-16
268,59107196,8809125060850,14,2020-09-12
269,77188696,8801056032388,13,2020-05-18
270,25974979,8809027331713,15,2020-08-10
271,25974979,8809382930200,1,2020-09-19
272,25974979,8801094232702,2,2020-07-06
273,25974979,8801094503031,4,2020-08-16
274,25974979,8809409910123,8,2020-02-07
275,25974979,8801056298128,5,2019-07-09
276,25974979,8809409910123,20,2020-06-05
277,25974979,8809409910123,9,2019-05-15
278,25974979,8809080300060,11,2018-05-02
279,25974979,8801382137405,14,2019-01-17
280,65532453,8809050511144,5,2019-01-17
281,65532453,880105665874,12,2020-01-05
282,65532453,8801056714017,11,2019-06-04
283,65532453,8809173200123,4,2020-04-10
284,67662868,8801097618114,20,2020-06-19
285,67662868,8804342387872,18,2020-02-15
286,8064833,8801037037852,14,2019-04-02
287,8064833,8801382144823,5,2019-08-20
288,8064833,8801056054984,7,2020-03-03
289,65199737,8801094563004,17,2019-06-21
290,65199737,8801097178038,11,2018-09-05
291,65199737,8806002003900,15,2018-02-16
292,65199737,8801056065805,14,2020-04-17
293,65199737,8801097278035,1,2020-06-13
294,65199737,8803284605532,7,2020-02-09
295,41942785,8809380760175,20,2019-09-07
296,41942785,8801104290357,14,2018-02-05
297,85925769,8809323750010,2,2020-05-07
298,85925769,8801097187016,8,2019-09-13
299,85925769,8801382138686,6,2019-07-17
300,85925769,8801382139072,1,2020-06-01
301,86889901,8806003011522,14,2020-01-19
302,86889901,8809080300039,19,2020-07-07
303,84327761,8801056024062,1,2019-07-03
304,84327761,8809023009340,13,2019-05-15
305,84327761,8806002010465,11,2019-06-15
306,84327761,8809423620039,13,2019-07-15
307,84327761,8801382130659,20,2018-09-06
308,84327761,8801056034740,1,2019-06-08
309,84327761,8801056006297,19,2019-02-16
310,7572253,8801056024062,12,2020-01-12
311,7572253,880105603886,12,2018-02-03
312,7572253,8801056001858,5,2020-02-09
313,7572253,8801382138686,13,2018-01-06
314,75630901,8801056154011,9,2019-08-01
315,75630901,8806002000794,17,2019-04-13
316,75630901,8801094502102,9,2019-03-02
317,75630901,8804342398984,2,2020-06-06
318,90531651,8809191574640,11,2019-01-18
319,90531651,8806002010427,4,2020-05-11
320,90531651,8802673003201,17,2018-09-12
321,75377293,8802774003445,3,2020-01-02
322,75377293,8801097178021,15,2020-03-17
323,75377293,8801382134824,9,2020-09-19
324,75377293,8809423870007,5,2019-04-08
325,75377293,8809228158881,12,2020-09-11
326,75377293,8809057795523,16,2020-08-11
327,75377293,8809135308157,13,2018-02-16
328,81821577,8801056389123,3,2019-06-16
329,81821577,8809323750027,7,2020-04-15
330,81821577,8809023003379,18,2019-04-21
331,81821577,8809125060232,6,2020-09-10
332,81821577,8801037018646,18,2019-07-10
333,73723916,8802673003355,1,2019-09-13
334,73723916,8801056006259,16,2019-01-04
335,73723916,8802774003445,10,2020-05-14
336,73723916,8809082727537,15,2019-07-09
337,73723916,8802774003445,5,2020-08-06
338,73723916,8801052727837,10,2019-07-17
339,73723916,8801056051747,6,2018-03-17
340,73723916,8801382130383,2,2020-08-04
341,73723916,8809135308157,11,2018-07-04
342,28781069,8801052727851,12,2020-02-18
343,28781069,8801097130012,10,2019-03-05
344,28781069,8805915531036,15,2019-02-05
345,28781069,8809057795509,1,2020-06-19
346,28781069,8809173200147,8,2020-01-18
347,28781069,8806003011522,12,2018-04-05
348,28781069,8809323750065,17,2018-03-18
349,28781069,8806003011522,10,2018-04-04
350,28781069,8806002010465,14,2019-03-06
351,77049173,8809191574695,12,2020-02-18
352,77049173,88004334,9,2019-04-04
353,77049173,8805915530633,12,2020-01-07
354,77049173,8809027331706,13,2019-07-17
355,77049173,8809423620022,13,2018-08-08
356,77049173,8802774003445,2,2020-09-17
357,77049173,8801056065805,18,2019-09-14
358,19365470,8801056032388,10,2018-07-17
359,19365470,8801382128038,2,2018-05-07
360,19365470,8801056001285,12,2020-08-12
361,19365470,8801043900027,17,2019-02-20
362,19365470,8801097231016,8,2019-06-13
363,19365470,8801094223007,4,2020-04-18
364,2050713,8801056017583,15,2020-04-14
365,2050713,8809397830021,6,2019-08-09
366,2050713,8801382130840,18,2019-09-13
367,2050713,8801382130820,19,2020-09-03
368,2050713,8801056009731,6,2020-03-03
369,44786447,8804074100350,14,2018-04-21
370,44786447,8809423870007,11,2020-01-15
371,44786447,8801056487010,15,2020-07-03
372,44786447,8809125064124,10,2018-09-04
373,44786447,8801382130840,10,2019-06-15
374,44786447,8809397830007,3,2019-09-15
375,44786447,8806001083798,1,2019-07-11
376,44786447,8804342343434,5,2020-05-10
377,44786447,8801056054984,15,2020-01-06
378,44786447,8806430012802,10,2019-02-20
379,18908809,8809228158898,6,2018-08-18
380,18908809,8801094222703,3,2019-05-04
381,24958716,8801382128038,7,2018-01-08
382,24958716,8806003011522,4,2018-02-18
383,62000657,8801052727837,13,2018-01-06
384,62000657,8801056013110,1,2019-08-13
385,62000657,8801056051747,4,2018-03-14
386,56869991,8802673003355,6,2019-09-07
387,56869991,8801056042226,9,2020-02-02
388,56869991,8809135303633,9,2020-03-12
389,56869991,8809397830021,19,2018-04-21
390,56869991,8809409910123,11,2020-02-01
391,56869991,8806002010465,10,2019-03-15
392,56869991,8801094563004,11,2020-07-05
393,56869991,8801094473006,9,2018-01-06
394,60762571,8809173200123,7,2020-05-09
395,60762571,8809173200130,6,2019-06-20
396,60762571,8801056924011,9,2018-05-08
397,42661611,8802774003445,14,2018-03-16
398,42661611,8802774000369,12,2019-02-14
399,42661611,8801753100892,9,2018-03-14
400,42661611,8806001085020,16,2019-08-17
401,42661611,8809045670115,15,2018-07-05
402,30937060,8806001084887,3,2018-05-10
403,30937060,8802673003256,1,2018-07-07
404,30937060,8801056051747,2,2020-07-08
405,30937060,8806002010427,12,2020-06-11
406,30937060,8809424480021,11,2018-04-02
407,30937060,8809424480021,18,2019-07-07
408,30937060,8809424480038,11,2019-06-17
409,29229934,8801056007163,12,2018-05-06
410,29229934,8809068661077,6,2020-02-15
411,29229934,8806002010427,4,2018-07-18
412,29229934,8809228158881,3,2018-07-06
413,74405283,8809082727520,16,2019-07-17
414,74405283,8801056042196,14,2018-05-07
415,74405283,8806001083767,13,2019-09-08
416,1253382,8801056018160,11,2018-01-21
417,1253382,8801094223038,9,2020-08-19
418,1253382,8801056033057,6,2018-05-18
419,1253382,8801043650199,14,2019-04-09
420,1253382,8801097131019,11,2020-08-13
421,1253382,8801097250376,3,2020-07-05
422,1253382,8801094602208,3,2019-04-18
423,1253382,8809023003379,12,2020-06-01
424,1253382,8806430012819,2,2019-01-11
425,1253382,8801097178038,3,2019-07-12
426,92792755,8801056798017,20,2019-03-13
427,16084165,8801382134824,5,2018-07-06
428,16084165,8806002010571,6,2019-01-16
429,19670444,8806001083767,7,2020-03-05
430,19670444,8806002003900,1,2019-03-11
431,19670444,8801056005719,2,2018-04-04
432,9539662,8801056154011,6,2018-07-14
433,9539662,8806001083750,20,2019-06-14
434,9539662,8801746672443,6,2020-08-05
435,9539662,8801097250079,18,2019-06-19
436,9539662,8801056024062,14,2018-06-15
437,9539662,8801094603007,2,2020-08-20
438,77264899,8802673003263,10,2020-04-18
439,77264899,8801382128038,9,2018-04-13
440,77264899,8809323750065,19,2018-04-12
441,77264899,8802673003362,6,2019-02-02
442,51834828,8801094602406,15,2020-02-10
443,51834828,8809080300060,3,2020-03-14
444,51834828,8806002010465,1,2020-09-16
445,51834828,8809023003379,19,2019-06-15
446,51834828,8805915531036,7,2019-08-11
447,51834828,8809423620022,5,2019-04-20
448,51834828,8806003011362,3,2019-01-04
449,51834828,8801056017644,11,2020-07-18
450,51834828,8801056924011,12,2019-09-12
451,51834828,8801382128694,9,2018-09-15
452,83674986,8809397830014,18,2018-02-05
453,83674986,8802673003201,18,2018-09-15
454,83674986,8801056036775,17,2020-03-11
455,83674986,8806002002894,2,2018-04-14
456,68423698,8801056038649,3,2019-01-18
457,13835742,8809125060850,17,2018-04-13
458,13835742,8801094223007,10,2020-05-11
459,13835742,880105665874,17,2020-08-05
460,23194399,8801094222703,16,2018-09-11
461,23194399,8801094503000,17,2019-02-14
462,23194399,8801097250053,15,2018-08-05
463,23194399,8801097178038,19,2018-02-18
464,82488059,8801382131014,9,2019-06-07
465,43685722,8801056051747,16,2018-07-02
466,43685722,8801094473006,20,2019-05-05
467,43685722,8801094563004,15,2019-08-14
468,43685722,8801097250376,15,2019-04-10
469,43685722,8802774006927,11,2019-04-01
470,43685722,8801056164011,2,2019-07-17
471,43685722,8809382930217,1,2020-05-02
472,83608179,8809003432304,19,2018-09-16
473,83608179,8801094502102,9,2019-07-03
474,83608179,8809424480038,20,2019-01-16
475,83608179,8801056298012,6,2019-02-08
476,83608179,8801094232702,12,2018-08-11
477,83608179,8801056064747,10,2020-02-06
478,83608179,8801094503031,3,2020-01-16
479,83608179,8801382130659,17,2020-09-05
480,83608179,8801382130826,7,2018-05-10
481,69229657,8809050511090,17,2020-01-15
482,69229657,8809409910154,5,2019-03-05
483,69229657,8809057550023,9,2020-07-10
484,69229657,8809125060836,17,2020-07-14
485,69229657,8809191574695,8,2018-02-15
486,69229657,8801382130826,7,2020-06-03
487,69229657,8801097178021,14,2020-01-19
488,69229657,8801097250079,14,2018-05-11
489,69229657,8806002003030,5,2018-08-04
490,22456709,8809228150014,7,2019-07-06
491,22456709,8802774003445,19,2019-06-15
492,22456709,8801104290357,20,2018-04-10
493,22456709,8802673003256,2,2019-09-13
494,41529344,8809423870007,2,2018-02-11
495,41529344,8809191574657,1,2019-08-01
496,41529344,8801056042219,20,2019-04-13
497,80816700,8801056688127,3,2018-03-13
498,80816700,8802774000369,1,2019-05-08
499,80816700,8809125060836,1,2020-09-14
500,80816700,8802673003355,12,2020-02-06
501,80816700,8801094473006,1,2018-07-21
502,80816700,8801056389123,16,2019-01-15
503,80816700,8801037037869,6,2019-01-11
504,92668453,8801043650700,7,2019-09-09
505,92668453,8809068661077,4,2020-05-09
506,92668453,8801056487010,19,2020-06-08
507,92668453,8809382930200,16,2018-06-11
508,92668453,8801097250413,6,2019-08-20
509,84636178,8809135303633,1,2019-01-16
510,84636178,8801094503031,16,2018-08-12
511,84636178,8801382130840,9,2019-08-17
512,84636178,8801097130012,14,2020-09-11
513,84636178,8801382138686,12,2018-06-02
514,84636178,8801097178014,8,2019-05-17
515,84636178,8803284607659,19,2018-01-06
516,84636178,8802774003445,12,2020-04-18
517,84636178,8806002004044,8,2018-07-16
518,84636178,8809382930217,15,2019-05-01
519,66337357,8806001085020,12,2020-06-03
520,66337357,8809323750065,13,2019-03-06
521,66337357,8801097850019,2,2019-02-15
522,66337357,8801056017583,10,2019-08-04
523,66337357,8801097278035,11,2018-08-19
524,66337357,8801094602406,5,2020-03-01
525,57683926,8801056688127,13,2020-03-01
526,57683926,8809382930255,11,2020-01-21
527,57683926,8809023009593,9,2018-07-19
528,57683926,8802774000987,6,2018-09-18
529,57683926,8809191574671,3,2018-01-20
530,57683926,8801097150010,11,2019-01-12
531,57683926,8809424480038,16,2018-06-21
532,57683926,8801097278035,6,2018-09-17
533,57683926,8801056389123,15,2018-03-04
534,94497359,8806001084894,10,2020-03-12
535,94497359,8809125060836,6,2020-04-02
536,94497359,8801094483005,18,2018-05-09
537,94497359,8809191574640,1,2020-04-01
538,94497359,8801097178021,1,2019-07-02
539,33711564,8806430012802,4,2019-03-10
540,33711564,8806002000794,20,2020-09-21
541,33711564,8803284607659,3,2019-01-03
542,33711564,8809424480038,1,2018-05-12
543,33711564,8801382128038,18,2018-08-20
544,33711564,8801056054984,14,2018-08-03
545,33711564,8809023009333,8,2018-05-20
546,33711564,8809023001269,20,2020-07-09
547,78940889,8809068661169,10,2019-06-14
548,78940889,8801043650199,9,2019-09-16
549,78940889,8801097178021,8,2019-07-09
550,26967266,8801056051747,12,2018-09-18
551,26967266,8809191574671,12,2018-02-16
552,71674028,8804342310108,15,2019-01-10
553,71674028,8801056064747,18,2020-04-16
554,71674028,8801056038861,7,2020-03-01
555,65636688,8807920310347,1,2020-06-16
556,65636688,8801056015107,16,2019-08-12
557,65636688,8806001083026,7,2020-08-02
558,26256726,8809082727537,20,2020-08-18
559,26256726,8809173200123,18,2020-01-05
560,26256726,8809106188092,19,2020-06-03
561,26256726,8809191574664,11,2018-04-18
562,26256726,8802673003355,20,2019-04-07
563,26256726,8801094602208,12,2020-01-06
564,26256726,8809173200345,14,2018-06-09
565,10825377,8802673003201,8,2019-07-02
566,10825377,8801056022112,1,2018-05-13
567,10825377,8806001084894,3,2020-01-02
568,10825377,8809057795509,10,2019-01-21
569,10825377,8801056054984,16,2020-01-17
570,10825377,8801056009731,20,2019-04-06
571,96358984,8809173200123,9,2019-01-09
572,63261918,8801056051747,7,2018-06-05
573,63261918,8801382128694,16,2020-07-13
574,63261918,8801097178014,8,2018-06-01
575,63261918,8801056064747,4,2019-06-02
576,63261918,8801056017583,7,2020-05-14
577,63261918,8801056032388,17,2019-02-17
578,63261918,8809423620046,18,2020-07-04
579,31765493,8801056688127,16,2020-07-09
580,31765493,8801056036775,6,2018-07-02
581,31765493,8805915530633,9,2020-07-20
582,95050801,8806002003931,6,2019-07-18
583,95050801,8801382139072,3,2018-05-20
584,95050801,8801056688011,5,2020-02-07
585,95050801,8809423620015,19,2020-06-09
586,95050801,8802673003218,11,2019-06-03
587,95050801,8809125064124,12,2018-07-10
588,95050801,8801097178014,1,2020-01-10
589,95050801,8809027331706,11,2020-03-01
590,95050801,8809023009340,13,2019-06-12
591,95050801,8801056017583,20,2018-02-02
592,37202668,8801056688011,9,2018-03-10
593,37202668,8809135303640,19,2020-03-02
594,37202668,8809027331324,6,2019-07-16
595,37202668,8801056005672,19,2018-06-12
596,37202668,8801056030649,3,2018-09-04
597,37202668,8801043650762,7,2018-05-21
598,37202668,8809125060232,11,2019-03-08
599,92398551,8809253640177,1,2019-09-06
600,92398551,8809106188092,14,2020-01-19
601,92398551,8801052727837,20,2018-02-03
602,92398551,8801056002541,18,2019-04-16
603,92398551,8801382130659,7,2019-08-08
604,92398551,8801056164011,17,2019-02-15
605,27616123,8806001083026,2,2018-04-10
606,27616123,8806001084894,2,2018-04-09
607,27616123,8802673003249,5,2019-09-09
608,27616123,8801056001285,6,2020-09-06
609,27616123,8809125060225,5,2020-09-18
610,27616123,8801056038861,17,2019-01-15
611,27616123,8801056005719,13,2019-08-11
612,27616123,8801097178021,7,2018-03-15
613,27616123,8809027331317,17,2019-03-05
614,27616123,8807920310347,20,2018-01-01
615,14384601,8809040935110,2,2018-04-13
616,14384601,8801056006297,19,2018-03-03
617,14384601,8801382130840,5,2019-03-05
618,14384601,8809027331706,19,2020-01-07
619,14384601,8809191574688,6,2018-01-08
620,14384601,8801097150010,5,2020-07-03
621,4230668,8806001083750,12,2020-05-02
622,34916164,8809332391303,8,2019-05-02
623,34916164,8801382127284,3,2020-05-17
624,34916164,8806001084542,20,2018-05-10
625,34916164,8809173200345,11,2020-07-11
626,34916164,8809423620015,1,2020-07-14
627,34916164,8809023009333,9,2018-02-16
628,82127538,8809191574664,20,2018-03-12
629,82127538,8802774000369,2,2019-07-15
630,82127538,8809332391303,18,2020-08-19
631,82127538,8801094503000,16,2019-05-04
632,82127538,8809027331492,18,2020-06-07
633,82127538,8809253640177,20,2019-09-12
634,82127538,8802774001014,9,2020-09-21
635,35623789,8801094603007,15,2020-06-01
636,35623789,8809423620015,6,2019-07-02
637,35623789,8806002010571,7,2020-08-21
638,27033263,8809191574688,8,2019-03-01
639,27033263,8806002004044,16,2018-08-10
640,27033263,8801753100885,7,2020-06-21
641,27033263,8801097278035,8,2018-07-21
642,27033263,8801056389123,7,2018-07-20
643,27033263,8801094602208,1,2019-03-16
644,27033263,8809057550023,9,2019-03-13
645,27033263,8809106188092,19,2020-04-08
646,27033263,8801056389123,2,2019-02-10
647,62756956,8804342387872,11,2020-07-12
648,62756956,8809082723379,6,2019-02-04
649,62756956,8809082723379,20,2020-03-21
650,62756956,8802673003256,15,2020-05-21
651,62756956,8801056154011,5,2019-07-11
652,56559705,8801097130012,14,2019-01-06
653,56559705,8802673003355,18,2018-09-01
654,56559705,8809082723379,14,2018-01-10
655,56559705,8801097130012,10,2019-06-04
656,9868241,8801056002541,18,2020-04-05
657,9868241,8809423620015,10,2019-08-05
658,9868241,8801056013110,12,2019-04-02
659,36200189,8809110700044,3,2018-06-12
660,36200189,8809027331324,3,2020-05-19
661,47512916,8809423620008,11,2018-02-01
662,47512916,8801056003364,18,2020-03-06
663,47512916,8809045670115,15,2018-03-14
664,47512916,8801382137405,13,2019-04-08
